@relation segment

@attribute original numeric
@attribute 'Kuwahara_19_ 10_0' numeric
@attribute 'Kuwahara_19_ 10_1' numeric
@attribute 'Kuwahara_19_ 10_2' numeric
@attribute Gabor_1_1.0_1.0_0_2.0 numeric
@attribute Gabor_2_1.0_1.0_0_2.0 numeric
@attribute Gabor_1_1.0_0.5_0_2.0 numeric
@attribute Gabor_2_1.0_0.5_0_2.0 numeric
@attribute Gabor_1_1.0_0.25_0_2.0 numeric
@attribute Gabor_2_1.0_0.25_0_2.0 numeric
@attribute Gabor_1_1.0_1.0_2_2.0 numeric
@attribute Gabor_2_1.0_1.0_2_2.0 numeric
@attribute Gabor_1_1.0_0.5_2_2.0 numeric
@attribute Gabor_2_1.0_0.5_2_2.0 numeric
@attribute Gabor_1_1.0_0.25_2_2.0 numeric
@attribute Gabor_2_1.0_0.25_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_2.0 numeric
@attribute Gabor_2_2.0_1.0_0_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_3.0 numeric
@attribute Gabor_2_2.0_1.0_0_3.0 numeric
@attribute Gabor_1_2.0_2.0_0_2.0 numeric
@attribute Gabor_2_2.0_2.0_0_2.0 numeric
@attribute Gabor_1_2.0_2.0_0_3.0 numeric
@attribute Gabor_2_2.0_2.0_0_3.0 numeric
@attribute Gabor_1_4.0_1.0_0_2.0 numeric
@attribute Gabor_2_4.0_1.0_0_2.0 numeric
@attribute Gabor_1_4.0_1.0_0_3.0 numeric
@attribute Gabor_2_4.0_1.0_0_3.0 numeric
@attribute Gabor_1_4.0_2.0_0_2.0 numeric
@attribute Gabor_2_4.0_2.0_0_2.0 numeric
@attribute Gabor_1_4.0_2.0_0_3.0 numeric
@attribute Gabor_2_4.0_2.0_0_3.0 numeric
@attribute Gabor_1_2.0_1.0_2_2.0 numeric
@attribute Gabor_2_2.0_1.0_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_2_3.0 numeric
@attribute Gabor_2_2.0_1.0_2_3.0 numeric
@attribute Gabor_1_2.0_2.0_2_2.0 numeric
@attribute Gabor_2_2.0_2.0_2_2.0 numeric
@attribute Gabor_1_2.0_2.0_2_3.0 numeric
@attribute Gabor_2_2.0_2.0_2_3.0 numeric
@attribute Gabor_1_4.0_1.0_2_2.0 numeric
@attribute Gabor_2_4.0_1.0_2_2.0 numeric
@attribute Gabor_1_4.0_1.0_2_3.0 numeric
@attribute Gabor_2_4.0_1.0_2_3.0 numeric
@attribute Gabor_1_4.0_2.0_2_2.0 numeric
@attribute Gabor_2_4.0_2.0_2_2.0 numeric
@attribute Gabor_1_4.0_2.0_2_3.0 numeric
@attribute Gabor_2_4.0_2.0_2_3.0 numeric
@attribute Sobel_filter_0.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Derivatives_2_2_1.0 numeric
@attribute Derivatives_3_3_1.0 numeric
@attribute Derivatives_4_4_1.0 numeric
@attribute Derivatives_5_5_1.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Derivatives_2_2_2.0 numeric
@attribute Derivatives_3_3_2.0 numeric
@attribute Derivatives_4_4_2.0 numeric
@attribute Derivatives_5_5_2.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Derivatives_2_2_4.0 numeric
@attribute Derivatives_3_3_4.0 numeric
@attribute Derivatives_4_4_4.0 numeric
@attribute Derivatives_5_5_4.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Derivatives_2_2_8.0 numeric
@attribute Derivatives_3_3_8.0 numeric
@attribute Derivatives_4_4_8.0 numeric
@attribute Derivatives_5_5_8.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Derivatives_2_2_16.0 numeric
@attribute Derivatives_3_3_16.0 numeric
@attribute Derivatives_4_4_16.0 numeric
@attribute Derivatives_5_5_16.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
135,141.447372,141.447372,144.184204,-1.364411,-1.924615,-1.514224,-1.717311,-1.36645,-1.69752,0.951984,-1.027585,0.603355,-1.079137,0.516049,-1.245794,-1.275727,-1.775502,-0.421214,-2.18327,-1.463573,-1.791262,-0.501429,-1.960467,-0.904095,-1.51629,-0.096593,-1.066773,-0.989236,-1.399707,-0.273925,-1.057257,0.670552,-1.070407,1.879803,-1.546516,0.650588,-1.12972,1.679085,-1.385327,0.928895,-1.436901,0.956518,-1.278232,0.563257,-1.013511,1.138379,-1.384806,88.600227,83.961037,-0.350305,5.986892,11.770803,30.810781,57.405693,-0.267444,0.074809,-0.062861,0.110229,37.784843,0.003348,0.00207,-0.000058,0.000057,44.401463,-0.001521,-0.000039,0,0,16.911789,0.000001,-0.000001,0,0,153.344742,165.789474,143.184204,1533.447388,7.440549,154.52121,'class 1'
127,141.447372,141.447372,141.447372,-1.722987,-2.019044,-1.665872,-1.772617,-1.552823,-1.782734,1.453698,-1.421602,0.612476,-0.549513,0.49478,-0.871216,-1.584933,-1.804458,-0.513589,-1.499621,-1.622126,-1.788821,-0.825828,-1.43751,-1.127476,-1.614939,-0.260136,-1.218545,-1.148512,-1.474551,-0.647139,-1.139392,0.674236,-0.614944,1.972155,-1.559917,1.011406,-0.924021,2.423599,-1.852618,0.915103,-1.406694,0.975532,-1.327132,0.562349,-0.843723,1.210872,-1.250596,108,98.217331,-1.408032,6.087129,-10.311869,28.566151,46.579769,-0.089693,0.040752,0.036414,0.081682,24.243095,0.002845,0.001106,0.000035,0.000004,45.52063,-0.001735,-0.000021,0,0,18.287909,0.000002,-0.000001,0,0,151.237427,162.631577,141.578949,1512.374268,5.968519,152.138885,'class 1'
143,142.657898,142.657898,142.657898,-1.154166,-1.547153,-1.444825,-1.865931,-1.42577,-2.022472,0.519565,-0.862711,0.566431,-1.211588,0.789083,-2.034601,-0.628436,-2.033429,0.785209,-1.556625,-0.5404,-1.648098,0.659966,-1.090732,-0.888155,-1.958165,1.020981,-1.482551,-0.839357,-1.610707,0.836249,-1.122492,0.520586,-0.847818,1.000194,-1.553133,0.24993,-0.368301,0.773074,-0.737479,0.923885,-1.615264,0.818834,-1.153995,1.014823,-0.997739,0.700731,-0.924286,47.518417,43.988949,2.601607,-0.457196,10.085809,-13.128034,31.472969,0.309478,-0.112727,0.048049,-0.034229,36.450211,0.002485,-0.001293,0.000433,-0.000095,47.773087,-0.002226,0.000029,-0.000001,0,20.733311,0.000006,-0.000001,0,0,149.839615,159.083328,135.684204,1498.396118,8.104152,150.733185,'class 1'
135,128.394745,128.394745,128.394745,-1.534799,-1.739291,-1.822744,-2.099969,-1.697806,-2.221248,0.483548,-1.220258,0.336406,-1.311556,0.351341,-1.637978,-1.251211,-2.168202,-0.112265,-1.519994,-1.259373,-1.963701,0.198929,-0.912885,-1.061422,-2.269038,0.408996,-1.20572,-1.068236,-1.886922,0.208624,-1.125626,0.608686,-1.27515,1.110128,-1.491956,0.541174,-1.227172,1.18438,-1.151785,0.711194,-1.433776,1.391024,-1.713702,0.540374,-0.808621,1.292088,-1.706065,89.888817,87.051849,2.382904,0.574166,17.808043,-8.417574,68.012947,-0.217117,0.072664,-0.015815,0.034294,36.219769,-0.010759,0.000715,0.00003,0.000041,35.701313,-0.002676,0.000053,-0.000003,0,16.535477,0.000012,-0.000001,0,0,144.531586,156.184204,130.972229,1445.315796,9.073742,146.815796,'class 1'
137,139.447372,139.447372,139.447372,-1.319885,-1.68642,-1.80134,-2.131804,-1.888755,-2.359639,1.298115,-0.934283,0.715835,-0.633974,0.684333,-0.577594,-0.900902,-1.960938,0.789445,-0.932052,-0.752739,-1.576421,0.746537,-0.455597,-1.154943,-2.553207,1.02606,-1.700778,-0.948664,-1.993758,1.20844,-0.971909,0.60302,-0.774527,1.237429,-0.935734,0.910534,-0.858866,1.477884,-1.04326,0.415128,0.001397,0.564731,-1.042704,0.339225,-0.02199,1.006846,-0.915034,95.078911,88.267715,0.768734,2.79667,3.320755,1.960141,51.737503,0.034161,-0.042846,-0.020507,0.04809,16.511883,-0.021886,0.003389,-0.000184,0.000082,9.503264,-0.002577,0.000036,-0.000003,0,6.498727,0.000016,-0.000001,0,0,140.192841,153.527771,128.657898,1401.928345,7.724086,140.646927,'class 1'
141,139.447372,139.447372,139.447372,-1.168993,-1.57762,-1.784844,-2.002488,-1.890448,-2.235183,1.136768,-1.030853,0.864208,-0.706385,1.023531,-0.689131,-0.995064,-1.649819,0.98207,-1.039134,-0.845148,-1.382544,1.176935,-0.340095,-1.090221,-2.469331,0.667017,-1.546022,-0.945095,-1.934292,0.811767,-0.750455,0.761449,-0.750249,1.016394,-0.974489,0.855421,-0.816849,0.835807,-1.24247,0.752738,0.000454,0.706244,-1.22997,0.796836,-0.182894,0.949062,-0.906644,87.005745,81.091774,1.558698,-1.210325,0.671159,1.501743,51.449669,0.024372,-0.172472,0.020757,-0.041236,27.120331,-0.020038,0.003063,-0.00018,0.000037,11.166434,-0.002232,0.000028,-0.000002,0,7.306515,0.000014,-0.000001,0,0,140.811844,153.444443,130.236847,1408.118408,7.434753,139.5,'class 1'
162,154.717392,154.717392,154.717392,-0.44745,-1.007365,-1.022801,-1.365579,-1.114434,-1.79186,0.582557,-1.474681,0.105013,-1.059433,-0.188028,-1.12787,0.037832,-0.862686,1.883854,-0.467688,0.048703,-0.644375,1.441209,0.14082,0.1322,-1.695852,1.336924,-0.903566,-0.147935,-1.364543,1.27207,-0.027709,-0.115225,-0.876879,0.576815,-1.508108,0.044593,-1.093802,0.853192,-1.861685,0.129117,-0.661981,0.234923,-0.854748,0.099192,-0.665692,0.440506,-0.986086,112.605507,105.250206,2.059987,-3.761803,-1.409159,-16.664276,65.72187,0.59412,-0.074698,0.126563,-0.014437,27.613045,0.024474,0.000271,0.000511,0.000065,7.940954,0.000101,-0.000098,0.000003,0,4.514932,-0.000013,-0.000001,0,0,151.051605,174.921051,131.578949,1510.516113,14.272279,149.958344,'class 1'
128,138.236847,138.236847,138.236847,-1.802297,-1.87397,-1.71896,-1.870077,-1.557999,-2.042085,-0.178063,-1.42253,-0.403513,-1.715004,0.115397,-1.562016,-1.331673,-1.900911,-0.503169,-1.711014,-1.47321,-1.868981,-0.879543,-1.47685,-0.659769,-1.846678,1.043439,-1.35322,-0.900255,-1.782619,-0.014749,-1.167704,-0.321314,-1.662876,0.10494,-2.438991,0.206064,-1.3557,-0.225668,-1.77825,0.085483,-1.108566,0.561785,-1.236671,0.407447,-0.865034,0.30897,-1.441256,91.706055,88.624519,-1.173138,-0.79994,0.44218,0.982579,71.327934,0.00825,0.202503,-0.043063,0.024635,41.423927,0.015486,0.002901,0.000187,0.000291,15.054314,0.00014,-0.000094,0.000003,0,7.292199,-0.000034,-0.000001,0,0,147.863312,165.555557,128.361115,1478.633057,12.818536,147.644745,'class 1'
172,153.804352,153.804352,153.804352,-0.09843,-0.645901,-1.150062,-1.550293,-1.630965,-2.009379,0.521436,-0.367962,0.735859,-0.798629,0.921174,-1.451525,0.532214,-0.733928,3.022947,0.612564,0.913691,-0.053083,2.779603,0.843891,-1.14675,-1.544289,2.767561,-0.135681,-0.535955,-0.895152,3.116349,0.964374,0.730651,-0.924756,1.308981,-1.573556,0.407136,-0.377547,0.927853,-0.987478,0.536011,-0.897747,1.158972,-1.453044,0.12943,-0.097429,0.932728,-1.104613,23.323807,21.974367,3.156833,-0.322302,0.476274,0.706928,16.960777,0.918587,0.188025,0.100532,0.048575,3.268372,0.004769,0.002327,0.001357,0.000164,13.899086,-0.001751,-0.000003,-0.000002,0,11.587972,-0.00009,-0.000001,0,0,142.610809,155.684204,130.947372,1426.108154,7.602059,142.167389,'class 1'
170,148.108688,148.108688,148.108688,-0.23838,-0.861386,-1.309488,-1.689548,-1.733692,-2.077505,0.754965,-1.826136,0.726793,-2.106404,0.666735,-2.210701,0.162212,-0.969078,2.265442,-0.046558,0.595063,-0.256353,2.435305,0.618086,-1.085875,-1.633546,2.180844,0.04223,-0.508349,-1.006408,2.763872,0.697571,0.910342,-2.240557,0.801455,-3.161835,1.007257,-1.947104,0.859076,-2.355363,0.2263,-0.952229,1.288513,-2.375003,0.215328,-0.556445,1.404463,-2.444631,127.906212,123.535683,1.450188,1.036545,7.113117,-6.546927,97.54097,0.620021,0.18361,0.017433,0.051079,41.801586,0.001243,0.002421,0.001086,0.00017,12.791658,-0.001931,0.000017,-0.000003,0,10.937086,-0.000103,-0.000001,0,0,141.697067,148.89473,127.605263,1416.970703,5.938561,142.270462,'class 1'
155,149.065216,149.065216,149.065216,-0.549992,-1.349563,-1.356627,-1.971096,-1.725103,-2.398323,0.70948,-2.5015,0.400077,-2.089951,0.391286,-2.036154,0.24274,-1.732894,2.373997,-1.089755,0.368102,-1.120728,2.218802,-0.699477,-0.976844,-2.054497,2.66958,-1.158288,-0.388874,-1.184849,2.80741,-0.260463,0.53204,-2.161013,0.257425,-2.953361,0.918743,-2.231552,0.810789,-2.845638,0.357406,-0.677809,0.879957,-1.995913,0.339868,-0.698844,0.961772,-2.137403,164.693649,158.551315,1.765765,1.312079,1.484519,21.266827,119.957253,0.411571,0.285266,0.054882,0.02358,49.148739,-0.008024,0.004548,0.000705,0.000314,7.343006,-0.002421,0.000034,-0.000003,0,10.263709,-0.000119,-0.000001,0,0,138.956726,149.736847,131.078949,1389.567261,6.690248,138.736115,'class 1'
103,117.369568,131.39473,131.39473,-2.355287,-2.879974,-2.202004,-2.551509,-1.953039,-2.618796,1.975688,-1.753469,1.709085,-1.37045,2.317957,-1.329418,-1.838133,-2.91244,-1.302154,-2.416188,-2.141009,-2.956991,-1.408449,-2.571356,-1.067285,-2.575784,0.65538,-2.694174,-1.2704,-2.444517,0.155427,-2.819261,1.620103,-1.43655,2.88375,-2.235308,1.375211,-1.510834,2.705873,-2.548767,0.946661,-0.459573,2.193231,-1.216129,0.592982,-0.183775,1.238393,-1.254227,130.552673,122.886192,-1.534845,-1.754915,9.111319,-6.909829,80.632324,-0.326532,0.046368,-0.095511,-0.028705,25.819942,-0.017572,0.004581,-0.000251,0.000221,7.442126,-0.001489,0.000051,-0.000001,0,16.465216,-0.000161,0,0,0,132.639618,144.210526,119.736839,1326.396118,7.694209,131.171051,'class 1'
113,138.184204,138.184204,138.184204,-1.804483,-2.661478,-1.950381,-2.480376,-1.807075,-2.543692,0.689758,-1.866094,1.44679,-1.781921,1.977628,-1.503229,-1.074367,-2.545523,0.362523,-2.726834,-1.359873,-2.488802,-0.032761,-2.413599,-0.939991,-2.780143,1.367924,-2.204618,-1.221963,-2.607928,0.956266,-2.136337,1.801369,-1.960184,0.972617,-1.792299,1.630891,-1.844139,0.567548,-1.571081,1.291908,-0.909467,2.535979,-1.559595,1.20564,-1.247239,2.209109,-2.048607,127.914032,124.594841,-1.589056,-1.949717,-2.056442,5.30986,108.777664,0.059183,-0.030146,0.000381,-0.071514,65.877434,-0.025695,0.004039,-0.000176,0.000181,16.052111,-0.0016,0.000072,-0.000002,0,15.92874,-0.000153,-0.000001,0,0,135.184357,149.194443,122.861115,1351.843506,9.892035,131.119141,'class 1'
116,136.657898,136.657898,140.657898,-1.714662,-2.614877,-1.805015,-2.546588,-1.77976,-2.579103,0.35047,-1.945964,0.20918,-1.527947,-0.086733,-1.179172,-0.946348,-3.304646,0.594205,-3.375235,-1.156597,-2.987708,0.477019,-3.005338,-0.988251,-2.374026,0.863852,-3.140713,-0.997447,-2.026504,0.836606,-3.146743,0.250962,-1.507682,0.767988,-2.132033,0.307066,-1.657829,0.559137,-2.120592,0.319588,-1.090807,0.161307,-1.819048,0.106656,-0.780316,0.338376,-2.077841,143.199158,136.12381,-0.256465,-0.952608,9.229965,1.913356,94.453514,-0.269591,-0.272332,-0.056681,-0.031465,38.647568,-0.004733,-0.00347,-0.000081,-0.000289,23.784208,-0.001138,0.000029,-0.000001,0,13.512177,-0.000103,-0.000001,0,0,138.33992,152.026321,123.75,1383.39917,8.946971,140.611115,'class 1'
137,137.289474,137.289474,137.289474,-0.924243,-2.137415,-1.581501,-2.330122,-1.740708,-2.478189,1.282607,-1.590215,0.932806,-1.663538,0.186733,-1.604714,-0.582868,-2.740062,1.507233,-2.804744,-0.502417,-2.183585,1.735725,-2.093721,-1.07249,-2.19918,0.827312,-2.519762,-0.845044,-1.687591,1.009166,-2.132156,1.021779,-1.869569,1.491912,-2.329769,1.345262,-1.917223,1.422512,-2.063513,0.169741,-0.86419,0.671175,-2.500417,0.107631,-0.457322,1.201452,-2.583001,121.827744,117.738541,1.073071,0.228353,-4.491004,9.868086,90.79792,0.042988,-0.243748,0.025786,-0.050227,33.679684,0.00141,-0.002021,0.000319,-0.000191,21.377907,-0.000964,0.000008,0,0,12.608727,-0.000092,-0.000001,0,0,140.206299,155.657898,126.388885,1402.062988,8.99623,142.55191,'class 1'
128,132.108688,132.108688,145.804352,-1.662016,-1.999688,-1.713615,-2.037966,-1.769223,-2.184717,2.195252,-2.025119,1.561335,-1.69372,0.698186,-1.757455,-0.984961,-1.973514,0.263008,-1.785394,-1.136477,-1.864918,-0.456752,-1.630185,-1.113275,-1.815418,1.366242,-1.513244,-1.043031,-1.569324,0.828719,-0.945254,1.679336,-1.83261,2.418053,-2.656877,2.135916,-1.963568,2.734632,-2.582471,0.434851,-0.582712,0.967499,-2.235008,0.280974,-0.128326,1.860504,-1.955714,166.595322,159.010544,0.030826,-2.266419,1.503598,-3.380649,112.8004,0.336875,0.005357,0.038215,-0.063865,31.364763,0.009396,0.001547,0.000773,0.000114,17.63916,-0.000593,-0.000038,0.000001,0,10.676087,-0.00007,-0.000001,0,0,142.444443,155.842102,134.194443,1424.444458,7.56837,141.53801,'class 1'
114,129.026321,129.026321,129.026321,-1.861994,-2.619156,-1.798048,-2.234504,-1.806646,-2.1594,-0.039326,-0.341022,0.009716,-0.503247,0.984559,-1.248928,-1.378839,-2.634672,0.024969,-3.103421,-1.803078,-2.774082,-0.480716,-3.168465,-1.097125,-1.808007,0.726464,-1.43389,-1.277797,-1.775356,-0.066677,-1.79267,0.096761,-0.666875,0.221811,-0.979546,0.271869,-0.435394,0.203014,-0.504782,0.385127,-0.771414,1.06023,-1.830705,0.412427,-0.419349,0.551292,-0.705388,27.018513,25.660515,-3.100611,0.900163,-1.105934,4.396241,18.031183,-0.218457,0.154375,-0.108348,0.019144,11.413097,0.008899,0.002442,0.000161,0.000215,18.225815,0.000026,-0.000064,0.000002,0,9.728524,-0.000055,-0.000001,0,0,143.959656,152.842102,128.5,1439.596558,7.874586,142.631592,'class 1'
127,143.657898,143.657898,143.657898,-1.647458,-2.102802,-1.716317,-2.001599,-1.691724,-2.105472,1.218238,-1.781676,0.94869,-1.631309,0.796326,-1.654004,-1.352066,-2.190557,0.297848,-2.032831,-1.680347,-2.274114,-0.034937,-1.896965,-1.017282,-1.858978,0.216195,-1.524262,-1.052764,-1.719334,-0.504845,-1.372062,0.850333,-1.649839,1.125372,-2.157844,1.172255,-1.670128,1.400737,-2.175372,0.527689,-0.84107,0.750073,-1.340919,0.714486,-0.807713,0.289889,-1.165703,132.37825,126.949036,-2.1145,1.087061,-2.860729,5.277765,93.924927,-0.401197,0.107166,-0.080054,0.028421,44.079388,0.005704,0.00155,-0.000371,0.000126,20.953314,0.000448,-0.000067,0.000003,0,10.989071,-0.000049,-0.000001,0,0,146.114471,157.305557,126.722221,1461.144653,9.840567,148.013153,'class 1'
150,144.921051,144.921051,144.921051,-0.854671,-1.529016,-1.171308,-1.701023,-1.271688,-1.944729,0.789236,-0.828255,0.701668,-0.989227,0.741812,-1.341736,-0.185723,-1.767514,1.513816,-1.804218,-0.270377,-1.526065,1.089616,-1.579576,-0.26483,-1.774352,0.618606,-0.964048,-0.410972,-1.365995,0.874575,-0.779065,0.592953,-1.165321,1.038944,-1.119184,0.789388,-1.083796,0.96421,-0.994598,0.370883,-0.786551,0.564829,-1.515345,0.510397,-0.715412,-0.013809,-1.245416,64.124878,63.580517,0.512946,0.965549,2.822035,19.452871,57.271313,0.126978,-0.162159,0.002429,-0.048506,33.95269,0.018403,0.000451,0.000035,0.000067,12.188268,0.000625,-0.000085,0.000004,0,8.246372,-0.000027,-0.000001,0,0,148.808472,169.868423,129.583328,1488.084717,14.386238,148.736847,'class 1'
163,144.921051,144.921051,144.921051,-0.759125,-1.025334,-1.326859,-1.45419,-1.379943,-1.851213,0.733441,-0.700219,1.311264,-0.629909,1.481682,-0.68365,-0.78622,-1.095335,1.158462,-0.648199,-0.661964,-0.954706,1.067998,-0.290492,-0.12286,-1.569146,1.056073,-0.451101,-0.191512,-1.215381,0.558753,-0.194715,1.370232,-0.654108,1.801731,-0.951306,1.114562,-1.005359,1.069566,-0.701649,1.132912,-0.249256,1.078072,-0.969173,0.691288,-0.36951,0.848022,-1.075048,54.33231,54.946182,1.489354,1.464095,12.412512,12.207463,56.630268,-0.004408,0.084861,-0.017278,0.029264,35.066837,0.023247,-0.00148,0.000586,-0.000008,13.536126,-0.000247,-0.000061,0.000002,0,4.139596,-0.000003,-0.000001,0,0,146.731293,161.194443,136.263153,1467.312866,9.126663,146.146927,'class 1'
132,143.41304,143.41304,143.41304,-1.396674,-1.838133,-1.783067,-2.0962,-1.863304,-2.278883,1.034464,-0.705385,1.02035,-0.824603,0.839659,-0.77275,-0.846097,-1.808349,0.995771,-0.993143,-0.880469,-1.625848,0.810603,-0.316682,-1.262998,-2.236521,0.930117,-1.43576,-1.228481,-1.898221,0.854734,-1.276739,0.86719,-0.865196,1.108673,-1.318752,1.106293,-0.747853,0.934123,-0.882499,1.147631,-0.013936,1.521984,-1.162273,0.930479,-0.023773,1.455831,-1.294437,80.212219,77.193886,2.437358,-3.480155,-3.329543,-29.224102,59.276138,0.308253,0.031011,0.140646,-0.05522,34.751308,-0.017839,0.002287,-0.000003,0.000055,20.016062,-0.002348,0.000001,-0.000002,0,5.298681,0.000024,-0.000001,0,0,141.363739,153.583328,129.472229,1413.637451,6.827597,139.962708,'class 1'
144,133.026321,133.026321,158.152176,-1.12688,-1.328347,-1.962515,-2.075007,-1.949399,-2.294584,2.206521,-1.618215,2.001854,-1.452993,1.638085,-1.321068,-1.226865,-1.62187,1.056265,0.286583,-0.900984,-1.190705,1.565272,0.918352,-1.52646,-2.376378,0.665785,-1.181327,-1.440305,-2.090079,0.385709,-0.520647,1.966067,-1.591235,2.751968,-1.391691,2.076582,-1.725899,2.589439,-1.580642,0.817952,-0.637486,2.060567,-1.571629,0.832028,-0.972596,2.087426,-1.707155,158.113876,151.262711,4.889851,2.545738,10.587934,10.562718,111.469055,-0.007626,0.029618,0.073622,-0.013185,50.857716,-0.018479,0.000369,-0.00008,0.00002,7.191904,-0.003269,0.00003,-0.000004,0,6.042966,0.000032,-0.000001,0,0,140.75264,156.944443,130.222229,1407.526367,8.116895,140.326752,'class 1'
122,133.026321,133.026321,135.184204,-1.695744,-2.251331,-2.056958,-2.328869,-1.913799,-2.26546,2.655796,-1.622831,1.965156,-1.492455,1.815522,-1.436357,-1.513216,-2.292213,0.359091,-1.965723,-1.526546,-2.077244,0.215791,-1.905679,-1.391629,-2.349113,0.396859,-1.297602,-1.446096,-2.22206,-0.047065,-0.771929,1.930549,-1.660188,2.987445,-1.468109,1.891253,-1.709992,3.023224,-1.566764,0.815766,-0.702761,2.258924,-1.723386,0.716471,-0.945616,1.993195,-1.887313,176.91806,165.217804,-0.222257,-1.982461,6.582818,-1.588146,107.216934,-0.185929,-0.053803,-0.059288,-0.042303,48.377018,-0.016522,-0.000292,-0.000015,-0.000017,10.23875,-0.003249,0.000025,-0.000004,0,7.24191,0.000035,-0.000001,0,0,140.594452,156.138885,130.333328,1405.94458,8.170944,138.894745,'class 1'
150,139.447372,139.447372,139.447372,-0.735614,-1.510994,-1.471259,-1.802062,-1.519954,-1.919392,0.784571,-0.970385,1.229993,-1.448085,1.763395,-1.376843,-0.645785,-1.407408,1.842235,-1.1409,-0.392605,-0.997667,1.598865,-0.600385,-0.998647,-2.135236,0.778716,-0.631656,-0.901518,-1.684819,0.82343,-0.094419,1.440684,-1.578293,1.055439,-1.484787,1.251548,-1.215747,0.652913,-0.961467,0.865313,-0.921994,2.017344,-1.475909,0.800724,-1.115431,1.541949,-1.362893,69.180923,70.108322,2.451153,7.0013,8.298288,44.770241,71.606422,0.239127,0.072242,0.089237,0.043473,49.993858,-0.016181,0.000363,0.000234,-0.000002,20.887278,-0.002233,-0.000024,-0.000003,0,8.572157,0.000031,-0.000001,0,0,149.208038,161.833328,129.833328,1492.080444,9.741165,152.618423,'class 1'
126,139.184204,139.184204,139.184204,-1.789796,-2.090302,-1.693312,-2.021712,-1.288645,-2.008522,0.672466,-0.510199,0.541545,-0.723679,0.290889,-0.744639,-1.607873,-2.580218,-0.486732,-2.690629,-1.57372,-2.29867,-0.772953,-1.751977,-0.792963,-2.590575,-0.683003,-2.680667,-1.077375,-2.326108,-0.892741,-2.396896,0.723264,-0.848616,1.375599,-0.898117,0.838514,-0.702627,1.161625,-0.526766,-0.103728,-1.119414,0.892086,-1.298136,-0.120204,-1.022187,0.955654,-1.175715,52.40229,50.261711,-2.9437,-0.90968,-3.210706,0.900957,37.884335,-0.584528,-0.108681,-0.088367,-0.058966,26.704044,-0.027943,-0.001957,-0.000882,-0.000045,29.891777,-0.000008,-0.000073,0,0,11.215062,0.000031,0,0,0,157.970184,173.815796,142.5,1579.701782,11.661618,161.852341,'class 1'
178,152.131577,202.815796,202.815796,-0.19439,-0.64734,-0.613636,-0.815033,-0.879046,-1.153776,1.768123,-1.007514,2.262636,-1.457109,3.006539,-1.87862,-0.057192,-0.560596,0.899894,-0.695937,0.065689,-0.314603,0.903613,-0.552007,0.084192,-0.439011,1.430105,0.127961,0.380137,0.005392,1.359752,0.261314,2.104867,-1.258449,1.214537,-0.075661,1.760324,-0.944629,0.941627,0.074229,3.132097,-2.590171,2.231958,-1.253125,2.935728,-2.465316,1.547419,-0.710842,141.209061,138.202225,-0.587396,-0.36459,-0.029241,-0.559454,122.664963,-0.029244,-0.051588,-0.034579,-0.00672,110.240692,0.021229,-0.000696,0.000355,-0.000062,67.161674,0.001294,-0.000004,0.000001,0,15.680717,0,0.000001,0,0,159.74472,169.578949,144.236847,1597.447266,7.59574,161.513153,'class 1'
161,149.552628,149.552628,149.552628,-0.772586,-1.095286,-0.873496,-1.070921,-1.063549,-1.310436,2.162596,-1.394728,2.466441,-1.72456,3.029199,-1.92011,-0.398898,-1.060045,0.151401,-1.477177,-0.407973,-0.911715,-0.091282,-1.396347,-0.139431,-0.795656,1.395574,-0.453479,0.265887,-0.232673,1.022704,-0.274365,2.333109,-1.504828,1.458529,-0.561358,2.190964,-1.252536,1.565821,-0.428176,3.33584,-2.442816,2.425362,-1.320489,3.115202,-2.435384,1.842364,-0.972111,178.600113,173.55043,-1.582339,-0.269815,-1.017025,1.871699,146.183426,-0.187133,-0.085477,-0.05971,-0.014347,119.494301,0.014901,0.00111,0.000129,-0.000043,68.225624,0.001278,0.000019,0.000001,0,16.197786,0,0.000001,0,0,156.745453,166.052628,134.789474,1567.45459,9.945081,159.875,'class 1'
