@relation segment

@attribute original numeric
@attribute 'Kuwahara_19_ 10_0' numeric
@attribute 'Kuwahara_19_ 10_1' numeric
@attribute 'Kuwahara_19_ 10_2' numeric
@attribute Gabor_1_1.0_1.0_0_2.0 numeric
@attribute Gabor_2_1.0_1.0_0_2.0 numeric
@attribute Gabor_1_1.0_0.5_0_2.0 numeric
@attribute Gabor_2_1.0_0.5_0_2.0 numeric
@attribute Gabor_1_1.0_0.25_0_2.0 numeric
@attribute Gabor_2_1.0_0.25_0_2.0 numeric
@attribute Gabor_1_1.0_1.0_2_2.0 numeric
@attribute Gabor_2_1.0_1.0_2_2.0 numeric
@attribute Gabor_1_1.0_0.5_2_2.0 numeric
@attribute Gabor_2_1.0_0.5_2_2.0 numeric
@attribute Gabor_1_1.0_0.25_2_2.0 numeric
@attribute Gabor_2_1.0_0.25_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_2.0 numeric
@attribute Gabor_2_2.0_1.0_0_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_3.0 numeric
@attribute Gabor_2_2.0_1.0_0_3.0 numeric
@attribute Gabor_1_2.0_2.0_0_2.0 numeric
@attribute Gabor_2_2.0_2.0_0_2.0 numeric
@attribute Gabor_1_2.0_2.0_0_3.0 numeric
@attribute Gabor_2_2.0_2.0_0_3.0 numeric
@attribute Gabor_1_4.0_1.0_0_2.0 numeric
@attribute Gabor_2_4.0_1.0_0_2.0 numeric
@attribute Gabor_1_4.0_1.0_0_3.0 numeric
@attribute Gabor_2_4.0_1.0_0_3.0 numeric
@attribute Gabor_1_4.0_2.0_0_2.0 numeric
@attribute Gabor_2_4.0_2.0_0_2.0 numeric
@attribute Gabor_1_4.0_2.0_0_3.0 numeric
@attribute Gabor_2_4.0_2.0_0_3.0 numeric
@attribute Gabor_1_2.0_1.0_2_2.0 numeric
@attribute Gabor_2_2.0_1.0_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_2_3.0 numeric
@attribute Gabor_2_2.0_1.0_2_3.0 numeric
@attribute Gabor_1_2.0_2.0_2_2.0 numeric
@attribute Gabor_2_2.0_2.0_2_2.0 numeric
@attribute Gabor_1_2.0_2.0_2_3.0 numeric
@attribute Gabor_2_2.0_2.0_2_3.0 numeric
@attribute Gabor_1_4.0_1.0_2_2.0 numeric
@attribute Gabor_2_4.0_1.0_2_2.0 numeric
@attribute Gabor_1_4.0_1.0_2_3.0 numeric
@attribute Gabor_2_4.0_1.0_2_3.0 numeric
@attribute Gabor_1_4.0_2.0_2_2.0 numeric
@attribute Gabor_2_4.0_2.0_2_2.0 numeric
@attribute Gabor_1_4.0_2.0_2_3.0 numeric
@attribute Gabor_2_4.0_2.0_2_3.0 numeric
@attribute Sobel_filter_0.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Derivatives_2_2_1.0 numeric
@attribute Derivatives_3_3_1.0 numeric
@attribute Derivatives_4_4_1.0 numeric
@attribute Derivatives_5_5_1.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Derivatives_2_2_2.0 numeric
@attribute Derivatives_3_3_2.0 numeric
@attribute Derivatives_4_4_2.0 numeric
@attribute Derivatives_5_5_2.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Derivatives_2_2_4.0 numeric
@attribute Derivatives_3_3_4.0 numeric
@attribute Derivatives_4_4_4.0 numeric
@attribute Derivatives_5_5_4.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Derivatives_2_2_8.0 numeric
@attribute Derivatives_3_3_8.0 numeric
@attribute Derivatives_4_4_8.0 numeric
@attribute Derivatives_5_5_8.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Derivatives_2_2_16.0 numeric
@attribute Derivatives_3_3_16.0 numeric
@attribute Derivatives_4_4_16.0 numeric
@attribute Derivatives_5_5_16.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
136,146.32608,146.32608,146.32608,-1.468289,-1.745256,-1.702338,-1.952481,-1.584269,-2.203469,0.490776,-0.357855,1.072591,-0.716298,1.935831,-1.171303,-1.214617,-1.939744,-0.161969,-1.346937,-1.143123,-1.715178,-0.189771,-0.921092,-0.620644,-2.163561,1.333136,-1.729935,-0.566977,-1.73069,0.764605,-1.533951,1.098683,-0.819141,0.981763,-0.583997,0.564972,-0.607641,0.577015,-0.284276,1.531724,-1.331798,1.654584,-1.094064,0.891122,-0.934441,0.875137,-0.742873,32.249031,32.591354,2.002138,-0.004942,7.222322,-1.80007,36.841019,0.197123,-0.058888,0.024003,0.066786,38.916889,0.007504,-0.002995,0.000715,-0.000345,29.269045,-0.002814,0.00006,-0.000001,0,12.563813,-0.000131,0.000001,0,0,143.966949,161.944443,124.833336,1439.669434,11.696251,144.802628,'class 1'
139,146.32608,146.32608,146.32608,-1.41645,-1.618969,-1.558857,-1.674475,-1.588411,-1.990305,0.800393,-0.903009,1.304956,-1.330561,1.885366,-1.748002,-1.10838,-1.421729,-0.321823,-1.279282,-1.173131,-1.381562,-0.650153,-1.026392,-0.689105,-1.646348,1.436956,-0.617421,-0.544792,-1.253168,0.734858,-0.463298,1.403424,-1.334987,0.817731,-0.84381,1.104362,-1.055435,0.509199,-0.543053,1.752276,-1.689913,2.090414,-1.70589,1.199842,-1.307095,1.702297,-1.422874,66.030296,66.038551,-0.37016,-3.445993,2.406573,-12.946383,64.583389,0.178277,-0.104282,-0.042675,-0.029207,54.359749,0.011404,-0.002018,0.000909,-0.000309,32.763935,-0.00267,0.000071,-0.000001,0,13.646778,-0.000142,0.000001,0,0,146.351608,158.305557,127.361115,1463.516113,9.269456,145.407898,'class 1'
149,146.065216,146.065216,146.065216,-1.098187,-1.370056,-1.283029,-1.484837,-1.314164,-1.754037,1.172794,-1.162522,1.19184,-1.393878,1.369791,-1.870288,-0.660121,-1.304003,0.059726,-1.093414,-0.695575,-1.181051,-0.081912,-1.08976,-0.265315,-1.446461,1.026539,-0.491972,-0.313947,-1.170673,0.678168,-0.241809,1.239582,-1.333152,0.832701,-1.371073,1.212949,-1.128864,1.14576,-1.201481,1.620891,-1.723044,1.646871,-1.625319,1.06762,-1.136151,1.595354,-1.165018,87.555695,85.246086,-1.390599,-3.069549,-3.51017,-6.466624,70.780663,0.163095,-0.117076,-0.025201,-0.05818,49.401901,0.010409,-0.00006,0.0008,-0.000177,36.86911,-0.002577,0.000078,-0.000001,0,16.078676,-0.000144,0.000001,0,0,149.790344,161.421051,138.333328,1497.903442,9.167882,151.671051,'class 1'
155,148.5,148.5,148.5,-0.992981,-1.094138,-1.297525,-1.430357,-1.361888,-1.765624,1.388193,-1.260026,1.100046,-1.270087,1.05268,-1.569088,-0.628519,-1.001058,0.142795,-0.453312,-0.525999,-0.759031,0.032622,-0.147841,-0.342958,-1.469535,1.643077,-0.502258,-0.260309,-1.113288,1.174167,0.089593,1.108775,-1.21218,1.264154,-1.32558,1.283047,-1.190103,1.346928,-1.328104,1.333957,-1.505001,1.279966,-1.40806,0.990437,-1.119938,1.421703,-1.151985,106.404884,101.590317,1.128241,-2.145708,4.275793,-11.74145,75.451561,0.356913,-0.060981,0.007608,0.011283,47.000198,0.011584,-0.000987,0.001248,-0.000207,31.180067,-0.002563,0.000076,-0.000001,0,14.123148,-0.000151,0.000001,0,0,149.044754,162.473679,135.194443,1490.44751,9.162526,148.463455,'class 1'
160,146.32608,146.32608,146.32608,-0.6879,-1.053954,-1.291254,-1.442392,-1.39741,-1.814668,0.922198,-1.138922,0.820866,-1.290591,0.777867,-1.272154,-0.556968,-0.832774,0.825113,-0.813547,-0.361944,-0.490421,0.952828,-0.378601,-0.457126,-1.66671,1.874961,-0.426704,-0.176627,-1.15764,1.454876,0.55679,0.853799,-1.191425,0.574821,-1.159086,1.019277,-1.06458,0.787073,-0.974827,1.061809,-1.299073,0.909538,-1.195149,0.925792,-1.158612,1.065867,-1.105376,85.005882,82.038895,2.157293,2.568797,5.153083,1.767177,67.071877,0.503364,-0.00135,0.047611,0.06766,48.49947,0.008672,-0.001027,0.001364,-0.000158,24.986364,-0.002502,0.000069,-0.000002,0,12.110523,-0.000156,0.000001,0,0,148.847519,162,136.055557,1488.47522,9.18526,147.368408,'class 1'
170,150.717392,150.717392,150.717392,-0.523655,-0.611058,-1.136011,-1.260746,-1.305018,-1.77147,0.240976,-0.69416,0.275142,-0.959772,0.328693,-1.420413,-0.295223,-0.67684,0.893696,0.313446,-0.004828,-0.291981,0.912507,0.710929,-0.183364,-1.685806,1.879867,-0.358094,0.127631,-1.043086,1.673531,0.503844,0.321084,-0.800567,0.490186,-1.331515,0.449233,-0.480685,0.254898,-0.872072,0.555002,-0.942861,0.553871,-0.647869,0.338427,-0.725405,0.414146,-0.321798,36.769554,36.435547,2.813624,-0.168491,8.823807,-0.480121,32.752903,0.549625,-0.030786,0.056743,0.031113,27.23962,0.004622,-0.00111,0.001344,-0.000165,25.787081,-0.002509,0.000076,-0.000002,0,14.052808,-0.000157,0.000001,0,0,151.71492,164.10527,138.777771,1517.14917,10.001304,147.302643,'class 1'
159,146.32608,146.32608,146.32608,-0.751661,-1.066449,-1.250924,-1.380354,-1.394192,-1.862432,0.241336,-1.377185,0.180498,-1.267968,0.201438,-1.362356,-0.347684,-0.764838,0.915733,-0.136905,-0.224404,-0.473101,0.71816,-0.150665,-0.350697,-1.86193,1.909624,-0.298251,0.003763,-1.198115,1.694593,0.653381,0.158412,-1.165842,0.089764,-1.681512,0.314638,-1.110732,0.278931,-1.345287,0.365539,-0.839117,-0.220243,-1.018886,0.302919,-0.926408,-0.183251,-0.978527,102.927162,97.0924,-0.034553,-2.978126,-2.485015,-12.716536,67.154114,0.536544,-0.059182,0.018675,-0.024106,39.656403,-0.000896,-0.001688,0.001208,-0.000175,18.555305,-0.002465,0.000068,-0.000002,0,11.882691,-0.000161,0.000001,0,0,151.058334,163.5,138.078949,1510.583374,9.517114,149.25,'class 1'
142,146.239136,146.239136,146.239136,-1.225748,-1.479691,-1.454589,-1.587952,-1.458813,-1.961014,0.663549,-1.670634,0.216534,-1.709687,0.118355,-1.566271,-0.749991,-1.105816,0.730856,-0.684733,-0.702537,-0.920074,0.231747,-0.790033,-0.52226,-2.017694,0.875911,-0.386115,-0.351143,-1.543946,0.946245,0.263586,0.073167,-1.717911,0.27624,-1.959706,0.335356,-1.684501,0.682978,-1.68087,0.258495,-0.741523,-0.318189,-2.339959,0.30417,-0.957636,-0.361757,-2.065226,116.103401,112.303879,-1.488057,-2.46887,-9.018453,-6.183394,91.367729,0.295287,-0.073387,-0.00709,-0.052598,50.146492,-0.008834,-0.001473,0.00068,-0.000131,12.257643,-0.002358,0.000058,-0.000002,0,9.873883,-0.000163,0.000001,0,0,149.577332,163.710526,132.868423,1495.773315,9.288002,148.933472,'class 1'
138,145.282608,145.282608,145.282608,-1.310461,-1.784369,-1.684234,-1.839857,-1.489965,-1.969192,0.737598,-1.776186,0.249997,-1.885011,0.12361,-1.994262,-1.21029,-1.611349,0.070161,-1.473804,-1.284995,-1.561916,0.05261,-1.074355,-0.667645,-2.199011,0.512941,-0.956331,-0.83697,-2.001114,0.145627,-0.849743,0.045073,-2.05222,0.366852,-2.41968,0.268469,-1.901787,0.653417,-1.924413,0.234025,-0.586346,-0.201023,-2.717788,0.324936,-0.716864,-0.324336,-2.347359,127.287079,123.191452,-0.359451,1.292312,1.424433,6.170144,99.209312,-0.127782,-0.018865,-0.020057,-0.013892,45.678341,-0.01691,-0.000689,-0.000061,-0.00005,12.018194,-0.002192,0.000046,-0.000002,0,8.256468,-0.000162,0.000001,0,0,148.207901,162.947372,133.763153,1482.078979,8.857369,147.348694,'class 1'
155,145.282608,145.282608,145.282608,-0.933798,-1.113305,-1.487384,-1.727234,-1.447198,-1.907603,0.371308,-1.814594,-0.009224,-1.759567,0.070436,-1.682755,-0.831683,-1.618716,0.998282,-0.51315,-0.559335,-1.177259,1.042153,0.096493,-0.591014,-2.065351,0.496946,-1.459842,-0.685154,-1.837624,0.710987,-0.923119,-0.106836,-1.876393,-0.018455,-2.404962,0.257309,-1.811127,0.440024,-2.042497,0.222427,-0.45512,0.147764,-2.477616,0.178656,-0.581541,-0.19226,-2.273116,122.441826,118.039444,3.253765,1.686364,6.415152,8.811676,92.037651,0.057712,-0.107654,0.051397,0.017198,40.980217,-0.019824,-0.003044,0.000167,-0.000242,9.671497,-0.002353,0.000055,-0.000002,0,9.168796,-0.000164,0.000001,0,0,149.661713,163.526321,134.026321,1496.617065,9.381186,148.473694,'class 1'
130,141.630432,141.630432,141.630432,-1.641408,-1.826088,-1.712794,-1.926867,-1.445351,-1.968232,0.220632,-2.302694,0.080899,-1.891347,0.393549,-1.908485,-1.343862,-1.961572,-0.248805,-1.192666,-1.428753,-1.886757,-0.435614,-0.743232,-0.643673,-2.159446,0.255977,-1.808021,-1.073773,-2.184236,-0.328682,-1.575769,0.082183,-1.979162,-0.230635,-3.04293,0.454499,-1.898474,0.120551,-2.92265,0.743227,-0.246403,0.141032,-2.485152,0.417996,-0.545801,-0.235495,-2.245163,156.416107,147.267105,-0.602189,1.13872,0.884225,-1.109048,96.572998,-0.375084,0.004962,-0.001206,0.043552,31.021456,-0.023805,-0.001784,-0.000424,-0.000102,16.773804,-0.002178,0.000044,-0.000002,0,7.526243,-0.000163,0.000001,0,0,148.485519,162.210526,137.111115,1484.855225,8.751989,145.319443,'class 1'
113,140.456528,140.456528,142.847824,-2.065929,-2.594403,-1.75626,-2.162705,-1.403456,-2.103987,0.302559,-1.045167,0.609579,-0.835763,1.133657,-0.847449,-1.534457,-2.771138,-0.767323,-3.210401,-1.868524,-2.759106,-1.047563,-2.965943,-0.650533,-2.097796,0.12357,-2.77641,-1.156764,-2.231466,-0.732772,-2.651631,0.531168,-0.867961,0.256364,-1.996098,0.554859,-0.86544,0.092127,-1.726477,1.246654,-0.145948,0.914233,-1.249972,0.860623,-0.494528,0.366038,-1.128744,59.682495,57.294926,-4.396275,1.877344,-8.03222,9.369476,41.704338,-0.710309,0.134758,-0.085692,0.057322,26.593956,-0.023937,-0.000184,-0.000832,0.000068,25.305807,-0.00195,0.000033,-0.000001,0,6.547565,-0.00016,0.000001,0,0,147.749268,161.736847,134.083328,1477.492676,9.171516,145.921783,'class 1'
126,141.630432,141.630432,141.630432,-1.600236,-2.404773,-1.51121,-2.012414,-1.312613,-2.003027,1.118826,-0.984239,1.309569,-0.501232,1.632463,-0.258009,-1.27111,-2.722982,-0.509588,-3.677257,-1.473239,-2.551898,-0.740476,-3.00885,-0.611655,-1.803641,-0.084449,-2.74928,-0.859536,-1.660462,-0.364905,-2.566719,1.39069,-0.505116,1.114166,-1.186875,1.11917,-0.879345,0.874269,-1.228023,1.577107,0.019472,1.781004,-0.837689,1.407293,-0.461884,1.292923,-0.696725,84.89994,81.260963,-3.508158,5.143094,-2.377592,25.608505,65.865944,-0.601754,0.17611,-0.145408,0.027335,51.24221,-0.017556,0.000629,-0.000534,0.000209,29.176218,-0.001945,0.000035,-0.000001,0,5.537126,-0.000157,0.000001,0,0,149.632172,159.777771,136.166672,1496.321655,8.312683,151.598694,'class 1'
142,146.32608,146.32608,146.32608,-1.289886,-1.710649,-1.355657,-1.737557,-1.300251,-1.850052,0.888666,-1.533532,1.257355,-1.066648,1.515674,-1.171322,-0.9435,-2.119276,-0.156096,-2.180102,-1.003986,-1.90886,-0.000232,-1.596297,-0.647471,-1.757299,0.379289,-2.021396,-0.632594,-1.39485,0.03145,-1.820527,1.33277,-1.084168,1.407591,-2.610431,1.167328,-1.300716,0.827636,-2.132618,1.456578,0.125332,1.59504,-1.514076,1.101721,-0.556439,1.16525,-1.416787,102.459747,97.295044,0.110244,-0.480741,7.927085,-7.998549,71.704376,-0.217568,0.157593,-0.057546,0.02855,42.188953,-0.012764,-0.000065,-0.000008,0.000136,25.798376,-0.002193,0.000046,-0.000002,0,5.339633,-0.000158,0.000001,0,0,151.306885,159.166672,137.138885,1513.068848,7.242003,153.25,'class 1'
152,148.5,148.5,170.710526,-0.995466,-1.218483,-1.178105,-1.447361,-1.186694,-1.750992,0.82016,-1.142889,0.922746,-1.289571,1.175666,-1.496677,-0.543439,-1.411181,0.676817,-0.81846,-0.585601,-1.230434,0.234481,-0.591384,-0.549622,-1.705762,0.829397,-1.491187,-0.377721,-1.247425,0.384346,-0.844988,0.935559,-1.413183,0.883948,-2.812948,0.903649,-1.349153,0.437132,-1.970019,1.257548,0.210838,1.149567,-1.724198,0.888223,-0.456151,0.812147,-1.535944,83.354668,80.819016,0.936797,-3.185143,-5.361019,-17.660465,64.351166,0.237896,0.093649,0.047603,0.01834,31.750158,-0.006678,-0.000667,0.000509,0.000003,21.774923,-0.002408,0.000055,-0.000002,0,6.026977,-0.000156,0.000001,0,0,153.018127,163.10527,137.194443,1530.181274,7.731374,154.358917,'class 1'
145,147.763153,147.763153,147.763153,-1.16737,-1.430196,-1.503988,-1.814132,-1.527083,-2.000842,1.501136,-1.439882,1.73675,-1.693328,1.977026,-1.818646,-0.703885,-1.743026,0.331275,-0.789233,-0.626881,-1.410864,0.430811,-0.408162,-0.747794,-1.900172,1.523336,-1.325168,-0.67193,-1.615979,1.370361,-1.251253,1.655302,-1.607598,2.285116,-1.87795,1.506524,-1.588759,1.831722,-1.486981,1.43694,-1.657199,1.115389,-1.748865,1.348927,-1.84239,0.768245,-1.154962,126.751724,123.19062,0.243356,0.737797,1.242273,3.0422,102.208763,0.059426,0.002454,0.004842,0.03142,69.50753,0.000395,-0.003674,0.000167,-0.000084,42.314472,-0.000697,-0.000005,-0.000002,0,11.037705,-0.00002,0,0,0,145.826904,156.333328,135.055557,1458.269043,7.489149,148.302643,'class 1'
162,172.921051,172.921051,172.921051,-0.779815,-0.881701,-1.008123,-1.170148,-1.160998,-1.417889,0.657346,-1.808522,1.159267,-1.769406,1.709762,-1.660842,-0.396233,-0.85808,0.706889,-0.66791,-0.181017,-0.531666,0.313495,-0.230941,-0.373004,-1.135538,1.074067,-0.646557,-0.140541,-0.740096,1.063649,-0.073592,1.134551,-1.701824,0.045979,-1.975988,0.889464,-1.774019,-0.118228,-1.940412,2.018607,-2.034012,1.383473,-1.854535,1.842753,-2.019319,0.960688,-1.221297,138.708328,134.09436,1.500953,0.279317,-0.445419,-4.531844,108.7957,0.384984,0.055223,0.075993,0.02948,77.802994,0.004882,-0.002045,0.000265,0.000007,45.37043,-0.000272,-0.000008,-0.000001,0,12.191756,-0.000007,0,0,0,155.697067,163.444443,143.583328,1556.970703,6.569695,157.200287,'class 1'
173,172.921051,189.342102,189.342102,-0.2843,-0.757435,-0.642959,-0.853584,-0.92751,-1.265893,0.555325,-1.41163,1.137498,-1.474922,1.665016,-1.943596,0.071318,-0.498539,1.259453,-0.382879,0.090344,-0.368945,0.857643,-0.599957,0.026428,-0.850462,1.338024,-0.22577,0.35403,-0.212285,1.282597,0.239993,1.068743,-1.351152,0.296984,-1.376187,0.720923,-1.472352,-0.057749,-1.553981,1.819952,-1.890864,1.224216,-1.556566,1.700802,-1.729653,0.844573,-1.005693,111.803398,108.773537,0.891174,-2.065346,2.985237,-5.123722,91.071594,0.240718,-0.1319,0.025655,-0.076844,68.0495,0.008494,-0.001277,0.000083,0.000012,39.892441,0.000056,-0.000011,0,0,11.143826,-0.000001,0,0,0,159.733627,173.263153,144.75,1597.336304,9.040201,162.472229,'class 1'
179,178.60527,191.973679,191.973679,-0.074762,-0.685334,-0.398804,-0.70509,-0.674455,-1.170747,0.376845,-0.542782,0.925335,-0.984985,1.10743,-1.506417,0.315596,-0.488197,1.467839,-1.130206,0.316196,-0.26269,0.995273,-1.165579,0.593867,-0.625619,1.564485,0.13305,0.789713,0.048615,1.347732,0.57099,0.854996,-0.975251,0.334011,-0.968723,0.525302,-0.865306,-0.006526,-0.856267,1.33213,-1.425895,0.727864,-1.404212,1.340807,-1.264788,0.661585,-0.937668,49.67897,50.665394,-0.878897,-3.003011,-1.039749,2.620535,54.000076,0.016571,-0.22758,-0.017322,-0.143322,50.613007,0.010756,-0.000686,-0.000128,0.000015,31.044678,0.000366,-0.000012,0.000001,0,9.607683,0.000003,0,0,0,162.596481,184.315796,145.552628,1625.964844,12.076531,163.407898,'class 1'
181,190.078949,190.078949,190.078949,-0.147849,-0.503698,-0.297435,-0.539928,-0.467573,-1.078175,0.557927,-0.288774,0.747805,-0.447638,0.874632,-0.807988,0.320092,-0.365095,0.925152,-0.905065,0.334398,-0.177433,0.34876,-0.965965,0.970673,-0.469248,1.76529,0.046195,1.139293,0.174779,1.369386,0.610802,0.560544,-0.487299,0.730933,-0.644087,0.400561,-0.380463,0.476629,-0.141502,0.994913,-0.660765,0.557897,-1.102504,0.851257,-0.648966,0.362939,-0.803336,29.15476,28.501057,-1.481226,-1.522804,-7.199068,-1.98471,27.660704,-0.1651,-0.150857,-0.019464,-0.089333,29.453506,0.012157,-0.000354,-0.000276,0.000028,21.029154,0.000637,-0.000012,0.000001,0,7.811036,0.000007,0,0,0,163.992416,187.60527,146.157898,1639.924194,13.368426,163.710526,'class 1'
189,191.078949,191.078949,191.078949,-0.103957,-0.281424,-0.275944,-0.392835,-0.431645,-0.992726,0.568353,-0.217401,0.62043,-0.100628,1.006851,-0.465805,0.258521,-0.141624,0.201472,-0.201819,0.256022,0.001529,0.142367,-0.283889,1.025231,-0.373928,2.084354,-0.0691,1.27616,0.302548,1.490467,0.572851,0.532774,-0.054472,0.894322,-0.442249,0.382162,-0.096947,0.660716,-0.23733,0.860984,-0.092579,0.697383,-0.973442,0.433047,0.050423,0.167121,-0.723896,28.425341,27.077126,0.138978,1.888868,7.724723,-0.4616,21.088032,-0.240498,0.034646,-0.016225,0.044564,14.94255,0.013138,-0.000253,-0.000287,0.000051,15.781674,0.00085,-0.000011,0.000002,0,6.159895,0.000011,0,0,0,164.703339,184.210526,148.184204,1647.033447,12.596575,163.973694,'class 1'
189,182.342102,182.342102,182.342102,0.002728,-0.270537,-0.300918,-0.395177,-0.481592,-0.937384,0.252545,-0.078666,0.597032,-0.147631,0.937722,-0.492584,0.286768,0.005997,0.589331,-0.729864,0.244004,0.150311,0.607929,-0.496022,0.744574,-0.325331,2.374192,-0.068526,1.15827,0.373426,1.755781,0.53812,0.537442,-0.173338,0.479573,-0.492769,0.301949,-0.100677,0.347884,-0.244672,1.127011,-0.699727,1.143335,-0.869083,0.761955,-0.445319,0.634635,-0.592618,13.341664,13.849732,-0.650628,3.784872,-0.380181,10.934389,21.218475,-0.212543,0.180266,-0.050155,0.127871,26.019106,0.013879,-0.000282,-0.000145,0.000072,20.407507,0.000991,-0.00001,0.000002,0,5.328072,0.000013,0,0,0,164.839462,181.805557,150.736847,1648.394653,10.278427,164.605255,'class 1'
187,169.39473,169.39473,169.39473,-0.153343,-0.308135,-0.342999,-0.52254,-0.635472,-0.942631,0.607002,-0.581293,1.036461,-0.615981,1.74019,-0.616169,0.421596,-0.142511,0.53596,-0.69999,0.313698,-0.07489,0.409894,-0.451152,0.437569,-0.36,2.62765,-0.053128,0.921267,0.249519,2.150236,0.390722,0.973819,-0.60631,0.76148,-1.028641,0.591107,-0.487737,0.604953,-0.79408,1.723914,-1.03985,1.800802,-0.939356,1.309012,-0.855847,1.013248,-0.714116,44.721359,42.524887,-2.035391,1.25402,-1.503036,2.552633,38.077591,-0.098902,0.188123,-0.091553,0.090554,41.618298,0.014283,-0.000316,0.000097,0.000073,27.630688,0.00105,-0.000011,0.000003,0,5.844508,0.000014,0,0,0,164.173538,172.083328,155.578949,1641.735352,6.070648,165.189331,'class 1'
181,172.447372,172.447372,172.447372,-0.117608,-0.515981,-0.388262,-0.749056,-0.641095,-1.107659,0.637017,-0.622091,1.227908,-0.88432,2.009813,-0.81542,0.58795,-0.54405,0.967932,-0.55227,0.463969,-0.39679,0.648008,-0.436233,0.424004,-0.676347,2.830441,-0.519097,0.686211,-0.237708,2.616215,-0.120679,1.175218,-0.847275,1.035544,-1.730922,0.593926,-0.561284,0.555866,-1.284802,1.984692,-1.052844,1.910755,-0.799399,1.586599,-0.989982,1.120839,-0.800992,41.182522,40.365791,-1.400013,-2.285144,-2.364119,-11.090526,41.288811,0.090375,0.081681,-0.073692,-0.006216,49.266991,0.014108,-0.000249,0.000338,0.000044,32.122879,0.001022,-0.000012,0.000003,0,7.316913,0.000015,0,0,0,162.788315,170.916672,156.578949,1627.883179,4.898722,161.157898,'class 1'
180,172.447372,172.447372,172.447372,0.061588,-0.658507,-0.434865,-1.018981,-0.667614,-1.423782,0.246255,-0.181598,0.90218,-0.714662,1.482471,-0.838349,0.74799,-0.97336,1.888265,-0.881314,0.779857,-0.5524,1.644985,-0.593912,0.399652,-1.320227,3.064665,-1.381165,0.662444,-0.708666,3.04374,-0.652138,0.916719,-0.710708,0.677927,-1.601703,0.337839,-0.304994,0.415478,-1.288158,1.790347,-0.775597,1.691212,-0.453345,1.57061,-0.839498,0.927879,-0.630562,8.485281,11.31976,1.123286,-2.809978,0.039607,-9.085429,28.89259,0.317952,-0.045245,0.01242,-0.057929,47.960999,0.013207,-0.000025,0.000468,-0.00001,32.73251,0.000908,-0.000015,0.000003,0,9.057442,0.000015,0,0,0,161.397949,170.657898,149.157898,1613.979492,7.201596,162.513153,'class 1'
183,173.815796,173.815796,173.815796,0.185128,-0.575739,-0.483113,-1.157946,-0.721064,-1.618622,0.565798,0.04687,0.655805,-0.326619,0.953182,-0.421683,0.913431,-1.141158,2.523397,-0.578244,1.038442,-0.521324,2.432402,-0.101472,0.344533,-1.711308,3.236927,-1.915179,0.58378,-1.029843,3.293808,-1.010588,0.57762,-0.355857,0.64412,-0.591491,0.424915,-0.073012,0.565572,-0.652357,1.314443,-0.336883,1.094559,-0.096366,1.375638,-0.481046,0.662914,-0.256253,39.115215,37.58374,2.981807,-0.020693,3.221433,1.512814,35.061066,0.48857,-0.123984,0.106881,-0.041095,43.659584,0.011716,0.000344,0.00042,-0.000069,30.260553,0.000712,-0.00002,0.000003,0,10.659793,0.000013,0,0,0,159.671631,169.555557,145.333328,1596.716309,8.541218,161.463455,'class 1'
182,170.289474,170.289474,170.289474,0.172491,-0.559322,-0.568673,-1.219369,-0.806259,-1.68657,0.81417,-0.019915,1.063391,-0.034141,1.291964,-0.356889,0.874744,-1.163687,2.631798,-0.271844,1.044447,-0.489921,2.549361,0.274735,0.249739,-1.874537,3.232651,-1.847171,0.479729,-1.113645,3.257262,-1.122852,1.055215,-0.03515,0.768861,0.053152,0.93727,-0.063433,0.660921,0.06233,1.371574,0.007897,0.98294,-0.593183,1.143143,-0.049319,0.960939,-0.047664,62.769421,61.800991,2.705094,2.70747,-1.291845,22.57115,55.841076,0.484462,-0.145701,0.143963,-0.017692,42.464088,0.010113,0.00077,0.000206,-0.000107,26.529697,0.000445,-0.000028,0.000002,0,11.918238,0.000011,0,0,0,157.32193,167.361115,142.25,1573.21936,8.855156,159.909363,'class 1'
