@relation segment

@attribute original numeric
@attribute Lipschitz_true_true_5.0 numeric
@attribute Lipschitz_true_true_10.0 numeric
@attribute Lipschitz_true_true_15.0 numeric
@attribute Lipschitz_true_true_20.0 numeric
@attribute Lipschitz_true_true_25.0 numeric
@attribute 'Kuwahara_19_ 10_0' numeric
@attribute 'Kuwahara_19_ 10_1' numeric
@attribute 'Kuwahara_19_ 10_2' numeric
@attribute Gabor_1_1.0_1.0_0_2.0 numeric
@attribute Gabor_2_1.0_1.0_0_2.0 numeric
@attribute Gabor_1_1.0_0.5_0_2.0 numeric
@attribute Gabor_2_1.0_0.5_0_2.0 numeric
@attribute Gabor_1_1.0_0.25_0_2.0 numeric
@attribute Gabor_2_1.0_0.25_0_2.0 numeric
@attribute Gabor_1_1.0_1.0_2_2.0 numeric
@attribute Gabor_2_1.0_1.0_2_2.0 numeric
@attribute Gabor_1_1.0_0.5_2_2.0 numeric
@attribute Gabor_2_1.0_0.5_2_2.0 numeric
@attribute Gabor_1_1.0_0.25_2_2.0 numeric
@attribute Gabor_2_1.0_0.25_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_2.0 numeric
@attribute Gabor_2_2.0_1.0_0_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_3.0 numeric
@attribute Gabor_2_2.0_1.0_0_3.0 numeric
@attribute Gabor_1_2.0_2.0_0_2.0 numeric
@attribute Gabor_2_2.0_2.0_0_2.0 numeric
@attribute Gabor_1_2.0_2.0_0_3.0 numeric
@attribute Gabor_2_2.0_2.0_0_3.0 numeric
@attribute Gabor_1_4.0_1.0_0_2.0 numeric
@attribute Gabor_2_4.0_1.0_0_2.0 numeric
@attribute Gabor_1_4.0_1.0_0_3.0 numeric
@attribute Gabor_2_4.0_1.0_0_3.0 numeric
@attribute Gabor_1_4.0_2.0_0_2.0 numeric
@attribute Gabor_2_4.0_2.0_0_2.0 numeric
@attribute Gabor_1_4.0_2.0_0_3.0 numeric
@attribute Gabor_2_4.0_2.0_0_3.0 numeric
@attribute Gabor_1_2.0_1.0_2_2.0 numeric
@attribute Gabor_2_2.0_1.0_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_2_3.0 numeric
@attribute Gabor_2_2.0_1.0_2_3.0 numeric
@attribute Gabor_1_2.0_2.0_2_2.0 numeric
@attribute Gabor_2_2.0_2.0_2_2.0 numeric
@attribute Gabor_1_2.0_2.0_2_3.0 numeric
@attribute Gabor_2_2.0_2.0_2_3.0 numeric
@attribute Gabor_1_4.0_1.0_2_2.0 numeric
@attribute Gabor_2_4.0_1.0_2_2.0 numeric
@attribute Gabor_1_4.0_1.0_2_3.0 numeric
@attribute Gabor_2_4.0_1.0_2_3.0 numeric
@attribute Gabor_1_4.0_2.0_2_2.0 numeric
@attribute Gabor_2_4.0_2.0_2_2.0 numeric
@attribute Gabor_1_4.0_2.0_2_3.0 numeric
@attribute Gabor_2_4.0_2.0_2_3.0 numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Derivatives_2_2_1.0 numeric
@attribute Derivatives_3_3_1.0 numeric
@attribute Derivatives_4_4_1.0 numeric
@attribute Derivatives_5_5_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Derivatives_2_2_2.0 numeric
@attribute Derivatives_3_3_2.0 numeric
@attribute Derivatives_4_4_2.0 numeric
@attribute Derivatives_5_5_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Derivatives_2_2_4.0 numeric
@attribute Derivatives_3_3_4.0 numeric
@attribute Derivatives_4_4_4.0 numeric
@attribute Derivatives_5_5_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Variance_8.0 numeric
@attribute Derivatives_2_2_8.0 numeric
@attribute Derivatives_3_3_8.0 numeric
@attribute Derivatives_4_4_8.0 numeric
@attribute Derivatives_5_5_8.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Variance_16.0 numeric
@attribute Derivatives_2_2_16.0 numeric
@attribute Derivatives_3_3_16.0 numeric
@attribute Derivatives_4_4_16.0 numeric
@attribute Derivatives_5_5_16.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {cytosol,membrane}

@data
26,150,169,188,206,219,23.236841,24.394737,24.394737,-0.325539,-0.864778,0.00102,-0.48245,0.494483,-0.400922,1.064285,-1.559866,1.354391,-2.025389,0.869062,-2.219026,0.055102,-1.464003,-0.15342,-2.040738,-0.244925,-1.406245,-0.273793,-1.763523,0.592479,-2.010172,0.417595,-3.508975,0.212873,-1.782669,0.380404,-3.004414,1.427974,-2.270955,0.708967,-1.331294,1.417445,-2.105662,0.435253,-0.826754,0.860561,-2.174667,0.800425,-2.823932,1.440968,-1.991994,1.440511,-2.578564,136.058807,903.678589,974,13208,1156.269775,-182.269745,1.192294,849865670656,895844,26.956499,134.665512,870.356384,936.383667,9139.9375,1116.364136,-179.980484,1.187662,736747388928,840254.6875,220.987656,-1.947266,0.083597,-0.681959,-18.400736,32.546261,126.329063,688.476257,725.908081,-11464.949219,898.118652,-172.210571,1.16317,301833912320,572802.3125,542.154175,-0.379926,0.092189,-0.062538,0.01469,43.326851,94.319725,434.127655,430.254486,-20345.931641,580.16333,-149.908813,1.147771,49334685696,266502.65625,1072.454346,-0.039955,0.004528,-0.000469,0.000118,60.149223,36.504601,156.118744,150.693268,-3383.517822,209.961884,-59.268616,1.146441,823012096,36242.53125,1250.473755,-0.00115,0.000057,-0.000003,0,75.254929,8.022889,24.258698,21.46521,-150.516876,33.784966,-12.319757,1.100748,489701.15625,1062.822754,995.427307,-0.000045,0.000001,0,0,65.933037,82.578949,37.973682,659.330383,17.13726,72.222221,cytosol
37,163,180,197,213,224,25.026316,25.026316,104.184212,-0.099709,-0.596215,0.125548,-0.299427,0.544051,-0.227382,1.464664,-2.246271,1.672772,-2.744088,1.054084,-3.04867,0.184977,-1.091229,0.294737,-1.801252,-0.048855,-1.01891,0.005385,-1.547256,0.587925,-1.642838,0.399128,-2.72598,0.247705,-1.46001,0.360403,-2.2559,1.767789,-2.933417,0.757447,-1.812121,1.886209,-2.6751,0.753786,-1.515679,1.118088,-2.775735,0.976881,-3.627645,1.897674,-2.467507,1.785049,-3.255066,187.771133,767.965515,766,-42120,997.506287,-231.506302,1.213113,443139260416,755236,37.405704,184.495865,736.69696,733.180298,-40326.175781,957.715393,-224.535095,1.212184,375673520128,698858.125,384.913574,-1.844378,1.215713,-2.17755,5.991804,40.535038,164.627243,564.241455,554.227173,-29561.09375,738.31427,-184.087082,1.202843,130672885760,425412.125,770.331055,-0.243804,0.050654,-0.028119,-0.005838,48.717148,117.73764,345.368561,333.505188,-15133.480469,459.805176,-126.29998,1.169441,19104086016,171759.625,1221.287109,-0.035496,0.003882,-0.000427,0.000069,62.483643,44.970409,135.697021,132.629532,-2232.118164,181.464813,-48.835281,1.153451,466486112,26519.066406,1277.856812,-0.001082,0.000037,-0.000003,0,76.263206,8.474591,22.186563,20.579559,-90.85289,30.125729,-9.54617,1.140817,333279.15625,786.92981,948.126221,-0.00004,0.000001,0,0,68.601463,82.578949,46.710526,686.014648,13.173839,72.069443,cytosol
21,145,165,185,204,219,22.289474,22.289474,22.289474,-0.334656,-0.994105,-0.049256,-0.566618,0.473597,-0.428502,1.007913,-1.228134,1.328546,-1.760648,0.835015,-2.174834,0.018329,-1.605186,0.262634,-1.879426,-0.227991,-1.465462,0.199046,-1.540022,0.425304,-2.071954,0.258017,-3.721326,-0.03974,-1.956513,0.141255,-3.274211,1.338199,-2.037657,0.696485,-1.120507,1.364557,-1.87134,0.383401,-0.713909,0.908472,-2.100518,0.700273,-2.678394,1.504562,-1.79889,1.290154,-2.293916,113.88591,865.260071,854,-69192,1136.254517,-282.254547,1.191493,733753180160,1006084,22.500717,113.926659,836.466248,825.203064,-64817.875,1098.251465,-273.04834,1.192163,640260112384,940231.5,197.111115,-1.310467,2.819074,-9.352728,9.47653,29.903818,111.926842,688.305054,683.310059,-39891.898438,901.333618,-218.02359,1.195278,292511580160,626480.3125,464.222229,-0.331509,0.073304,0.012319,-0.005616,40.369072,85.852211,475.41806,491.914063,-8542.376953,617.540771,-125.626717,1.188796,66822373376,276148.96875,1066.48999,-0.044153,0.004509,-0.000673,0.000082,59.7995,34.369381,161.330475,171.215637,-460.203369,210.4189,-39.203259,1.157968,913320256,31155.609375,1241.32251,-0.001642,0.000024,-0.000004,0,76.971527,7.277513,23.782845,25.650635,5.159698,30.676315,-5.025681,1.17073,419325.46875,637.316284,865.254578,-0.000037,0.000001,0,0,65.750145,80.833336,39.947369,657.501465,15.878536,71.486115,cytosol
31,160,182,202,217,230,23.236841,23.236841,23.236841,-0.198559,-0.806439,0.001057,-0.430105,0.467633,-0.256116,1.637457,-2.030471,1.74169,-2.450676,1.02173,-2.95279,-0.015949,-1.291397,0.072885,-1.94593,-0.202452,-1.169246,0.17147,-1.503541,0.335898,-1.708487,0.13989,-2.904887,-0.123744,-1.681687,-0.023079,-2.671873,1.701025,-2.673846,1.045981,-1.355042,1.839327,-2.408681,0.95622,-1.235887,1.109182,-2.758034,0.788533,-3.502471,1.900022,-2.34383,1.579873,-2.954001,178.756821,821.644104,806,-53916,1060.761353,-254.761353,1.238295,562130059264,865300,31.384863,174.129761,788.770386,778.966736,-45511.460938,1017.51001,-238.543304,1.236826,478656528384,788835,363.358032,-0.437045,2.461105,3.810704,9.439793,34.8974,150.246262,611.550354,630.897339,-10708.144531,784.950562,-154.053207,1.222121,175477751808,440864.03125,635.387756,-0.267823,0.047644,0.011847,-0.001301,44.225346,109.415054,397.219818,433.980377,5063.283203,506.891754,-72.911385,1.185022,31657113600,168085.84375,1209.825195,-0.039369,0.00391,-0.000613,0.000061,61.719254,42.937393,142.183411,159.000046,1173.457031,180.957367,-21.957317,1.164044,520464896,20587.183594,1247.279663,-0.00153,0.000005,-0.000003,0,77.908005,8.010993,21.905005,24.902237,48.957531,27.016338,-2.114102,1.228687,263112.125,424.29129,834.368042,-0.000032,0.000001,0,0,68.209793,80.055557,51.315788,682.097961,11.242745,70.930557,cytosol
14,141,160,179,198,217,22.289474,22.289474,22.289474,-0.594609,-1.070665,-0.190613,-0.641781,0.380752,-0.413895,0.533078,-0.754279,0.964181,-1.398834,0.521667,-2.107726,-0.287534,-1.723273,-0.318886,-1.842869,-0.577233,-1.673639,-0.40111,-1.545381,0.120219,-2.102864,-0.018607,-3.836557,-0.417997,-2.119037,-0.174243,-3.592145,0.974179,-1.705266,0.371869,-0.457898,0.984244,-1.431269,0.214422,-0.163338,0.749548,-2.110268,0.367179,-2.511933,1.334845,-1.679095,0.890382,-1.923802,65.145988,927.820557,1054,104832,1115.04248,-61.042515,1.318532,768296157184,691588,15.542783,68.15052,899.791687,1023.301819,97969.96875,1084.043579,-60.741768,1.306791,686160347136,655266.75,76.839508,-1.717248,-0.646424,-9.420202,-0.224692,23.49122,83.23291,752.757568,861.321106,64269.082031,923.000732,-61.679649,1.235989,359658881024,484797.75,341.201813,-0.424351,0.036704,-0.00414,-0.060531,36.40369,74.267075,507.944305,584.482056,25691.009766,637.824036,-53.341972,1.158207,81597546496,238855.21875,994.451233,-0.04775,0.004918,-0.000741,0.000126,59.296711,32.062176,167.883957,199.376251,4243.966797,206.400406,-7.024159,1.157785,905327424,22775.023438,1210.078979,-0.001932,0,-0.000003,0,78.717224,7.741004,23.228621,28.619186,124.68792,26.964754,1.654433,1.240723,262349.25,320.306152,795.277039,-0.000031,0.000001,0,0,66.102051,79.027779,45.638889,661.020508,13.13887,70.361115,cytosol
23,151,168,185,202,217,22.289474,22.289474,22.289474,-0.469103,-0.982769,-0.113122,-0.508722,0.397864,-0.225242,0.750755,-1.23073,1.17506,-2.129682,0.596893,-3.012538,-0.263721,-1.431871,-0.395422,-2.091356,-0.577292,-1.47028,-0.520605,-1.898918,0.015015,-1.675998,-0.096445,-2.977704,-0.483759,-1.797264,-0.246412,-3.006613,1.20767,-2.481242,0.319999,-0.933951,1.267169,-2.056343,0.099817,-0.430608,0.899826,-2.820082,0.48678,-3.529933,1.679503,-2.336566,1.166858,-2.834759,108.240471,976.968262,1154,151904,1178.705933,-24.705908,1.225534,964295524352,724100,23.440014,110.358696,938.816101,1112.242432,142736.6875,1133.241943,-20.999493,1.217388,824066441216,666136.625,165.728394,-1.615911,-0.888819,8.442906,-19.776701,28.134275,120.11927,723.366821,870.196716,91350.90625,877.726135,-7.529413,1.166348,296716828672,391838.6875,551.482971,-0.380325,0.071395,-0.056648,0.008083,40.898964,102.127014,432.353638,522.6922,31788.855469,531.579102,-8.886887,1.116634,39902375936,146051.734375,1199.490967,-0.039713,0.004149,-0.000572,0.000117,61.628403,40.967384,148.58194,185.033569,5239.830078,173.997162,11.036402,1.174873,454608096,13278.105469,1195.178833,-0.001725,-0.000016,-0.000003,0,79.748993,8.701752,21.356699,27.133804,134.60054,23.512785,3.62102,1.326055,145659.234375,197.841156,767.127686,-0.000027,0.000001,0,0,69.131729,79.289474,55.666668,691.317261,8.917236,70.805557,cytosol
20,150,170,186,200,214,22.289474,22.289474,22.289474,-0.476389,-0.964044,-0.164233,-0.635281,0.373143,-0.329652,0.331313,-0.47059,0.646301,-1.349764,0.172033,-2.271855,-0.216565,-1.793982,0.087352,-2.048744,-0.492114,-1.720938,0.018523,-1.672516,-0.144659,-1.961351,-0.089169,-3.771539,-0.700971,-2.113491,-0.104829,-3.714938,0.66072,-1.789574,0.065155,-0.254074,0.640652,-1.402368,0.568278,-0.338826,0.438315,-2.220474,0.309259,-2.808977,1.069142,-1.836973,0.763842,-2.129862,46.32494,786.141846,890,12156,1054.703247,-164.703201,1.013591,588907347968,743476,20.533398,51.319637,774.743896,879.739014,14692.890625,1037.853271,-158.114243,1.012671,553498509312,715169.125,54.987656,-0.511887,-0.436506,2.389846,-15.154673,24.515287,75.834869,703.730713,813.367493,28373.945313,930.167725,-116.800224,1.017369,362585456640,548070.9375,327.51474,-0.447819,0.148149,-0.030422,0.019877,36.423244,75.019264,501.441864,602.365845,35212.953125,634.344116,-31.978298,1.053897,80548888576,221992.796875,1095.913208,-0.046304,0.004942,-0.000676,0.000183,60.763649,32.404766,169.287872,216.312653,8101.435547,192.966187,23.346472,1.159766,673110656,14385.422852,1153.682739,-0.001894,-0.000011,-0.000003,0,80.910049,9.420874,21.608263,28.35582,163.38324,22.853149,5.502671,1.294479,121025.617188,150.519547,723.517883,-0.000027,0.000001,0,0,68.788895,79.444443,50.583332,687.888916,10.80894,72.180557,cytosol
24,156,170,184,198,210,22.289474,22.289474,22.289474,-0.331942,-1.008022,-0.029042,-0.465836,0.429276,-0.088028,0.837821,-1.568264,1.000619,-2.510712,0.328831,-3.363439,-0.102769,-1.403078,0.194701,-2.62673,-0.380418,-1.391093,0.13679,-2.47319,-0.167506,-1.500187,-0.14279,-2.741883,-0.680063,-1.661557,-0.220136,-2.839268,1.023159,-2.919231,0.27335,-1.382554,1.215778,-2.456566,0.145182,-0.883606,0.536272,-2.886638,0.478017,-3.812568,1.373622,-2.595266,1.162458,-3.256903,134.617981,938.204163,1090,41124,1260.403442,-170.403381,0.960966,1216143949824,1023604,25.072834,136.049683,894.812378,1041.266602,39491.109375,1201.174194,-159.907547,0.959645,1004297256960,926271.6875,258.617279,-3.589848,2.788807,-5.731117,-8.815065,31.362392,139.578278,666.921509,790.766357,37627.960938,882.620117,-91.853737,0.956917,296897642496,474799.625,712.625854,-0.325463,0.178726,-0.09615,0.116025,43.445396,109.992607,405.742035,508.763336,35540.429688,495.916779,12.846563,1.021544,30201055232,116678.414063,1320.297974,-0.034084,0.003298,-0.000427,0.000128,64.358368,41.979279,145.707291,190.574814,7171.307129,157.067383,33.507439,1.233212,277240320,7633.529297,1132.844971,-0.00158,-0.000022,-0.000002,0,82.154694,10.466564,19.259491,25.509308,138.560745,19.70022,5.809088,1.401034,62783.082031,96.481773,698.84259,-0.000024,0,0,0,72.372955,79.315788,59.305557,723.729553,7.432137,74.263885,cytosol
19,153,172,191,210,224,25.18421,25.18421,25.18421,-0.508142,-0.886776,-0.193145,-0.672616,0.393585,-0.346854,0.278881,-0.277229,0.425924,-0.849391,0.050893,-1.5209,-0.268729,-1.996567,0.047052,-2.178259,-0.526052,-1.886289,0.01778,-1.459377,-0.218476,-2.04315,-0.250908,-4.199236,-0.861632,-2.256381,-0.32768,-4.133715,0.431485,-1.188936,0.365095,-0.398414,0.472988,-0.964383,0.727235,-0.029199,-0.113861,-1.789493,0.305845,-1.953567,0.363293,-1.428438,0.476265,-1.431248,24.207438,651.210388,738,-8536,906.953552,-168.953537,0.896729,315233402880,578788,19.452555,29.094856,666.34082,760.020996,-2448.359375,921.963135,-161.942169,0.905693,339315654656,587425.375,37.728394,0.544997,-1.775591,5.366128,3.44051,22.76161,51.251057,720.490234,845.875916,33253.546875,962.610046,-116.734108,0.952843,416776454144,582491.875,202.807251,-0.549037,0.186369,-0.039632,-0.013193,34.983986,52.035416,552.937927,680.347778,53542.035156,692.810364,-12.462598,1.014114,115118850048,248704.984375,1017.489075,-0.050475,0.0051,-0.000851,0.000208,61.98111,28.463743,176.421875,229.051208,9654.813477,197.727768,31.323441,1.134614,726380928,13845.200195,1102.998901,-0.001891,-0.000002,-0.000002,0,82.422218,10.612486,20.607149,27.404953,156.481934,21.61145,5.793503,1.213788,93956.820313,125.103714,687.03717,-0.000028,0,0,0,69.390648,80.973686,50.444443,693.906494,11.304735,73.027779,cytosol
19,148,162,176,190,204,23.131578,25.236841,25.236841,-0.438274,-1.060998,-0.080728,-0.516418,0.449398,-0.106904,0.683695,-1.144751,0.731774,-2.200916,0.168262,-2.718156,-0.285201,-1.636991,-0.204321,-3.027317,-0.579732,-1.636689,-0.196122,-2.445983,-0.18864,-1.615027,-0.460861,-3.235793,-0.781616,-1.831874,-0.646081,-3.347969,0.774714,-2.576271,0.472919,-1.116315,1.009045,-2.193412,0.401015,-0.670802,-0.03942,-2.603797,0.298767,-3.173287,0.662698,-2.332741,0.874772,-2.903796,98.812958,912.124451,1114,105500,1196.920288,-82.920311,0.876511,1016370757632,818996,20.316788,102.831848,887.413879,1088.036255,106666.609375,1159.305176,-71.268951,0.877151,896339017728,757156.375,183.432098,-3.135752,3.518853,-4.337689,8.68154,27.782169,118.666176,748.113525,938.56958,106334.734375,946.555115,-7.985557,0.894361,401320968192,455573.96875,580.344666,-0.477605,0.194134,-0.116632,0.100344,41.921749,94.69339,483.363373,622.674194,63555.617188,569.697937,52.97625,1.012096,51761295360,133500.65625,1219.758057,-0.038131,0.003295,-0.000647,0.000127,66.087196,38.97691,153.431244,200.062286,7769.615723,166.913345,33.148945,1.2171,358081216,8946.457031,1080.110962,-0.001528,-0.00001,-0.000001,0,83.765762,11.571617,17.966425,23.87822,120.497131,18.579172,5.299048,1.28672,50278.019531,88.180847,661.191711,-0.000025,0,0,0,73.118858,81,56.972221,731.188599,8.695411,75.75,cytosol
21,155,174,193,212,231,25.18421,25.18421,25.18421,-0.634355,-0.866344,-0.189189,-0.628751,0.440166,-0.260505,0.2282,-0.281595,-0.034278,-0.713435,0.282343,-1.108234,-0.461601,-2.06567,-0.447471,-2.490709,-0.795246,-2.075079,-0.355548,-1.764273,-0.169828,-1.912877,-0.636707,-4.226411,-0.876584,-2.189027,-0.936323,-4.275813,-0.006702,-0.73425,0.559938,-0.61307,0.143778,-0.613457,0.836314,-0.380871,0.493037,-1.572198,0.530386,-1.553002,0.053762,-1.367661,0.254745,-1.04854,21.633308,794.871033,1012,140384,986.940735,25.059256,0.880059,473777209344,462608,20.851665,23.492697,813.475769,1035.702393,148116.5625,1007.85791,27.844467,0.891747,515114827776,480213.1875,14.024692,0.829924,-4.905455,5.562161,-26.875549,21.851002,33.133575,864.385254,1100.768188,174406.34375,1057.36792,43.400257,0.94594,622888026112,514065.21875,179.473923,-0.701243,0.190808,-0.053057,-0.004956,37.02293,43.071278,598.190186,769.258545,94906.4375,710.307739,58.950809,0.996676,125531504640,212132.921875,993.77655,-0.050774,0.004822,-0.001052,0.000189,65.46933,31.762354,166.758774,217.567139,8713.113281,187.786758,29.780375,1.089689,590889024,12483.009766,1031.929565,-0.001746,0.000011,-0.000002,0,84.255997,11.829145,18.519697,24.502518,118.432663,20.208731,4.293787,1.102761,76032.914063,126.642715,646.7724,-0.000029,0,0,0,71.432899,82.605263,52.777779,714.328979,11.588317,75.416664,cytosol
22,151,165,179,193,207,25.18421,25.18421,25.18421,-0.505937,-1.003487,-0.049892,-0.440279,0.523965,-0.036749,0.346971,-1.311095,0.173317,-2.144267,-0.040738,-2.602017,-0.421203,-1.692864,-0.527585,-3.329505,-0.799383,-1.804732,-0.510637,-2.725037,-0.035366,-1.491258,-0.764066,-3.341615,-0.675736,-1.753721,-1.139971,-3.54673,0.213806,-2.453922,0.429282,-1.196878,0.458626,-2.226927,0.474045,-0.961402,0.19899,-2.378762,0.157693,-3.09603,-0.187964,-2.288425,0.117417,-2.722322,101.872467,1020.064209,1330,287744,1220.843506,109.156494,0.734425,1093045780480,617924,22.766064,105.027092,1002.00592,1311.077881,285736.625,1192.185425,118.892464,0.75424,990064607232,575978.875,171.728394,-2.769938,2.472285,-0.690458,17.878777,28.318527,114.530151,884.078003,1168.123657,245269.421875,1021.917542,146.206131,0.881233,523202297856,383435.21875,564.752808,-0.627888,0.188457,-0.124602,0.104046,45.087246,87.829536,533.322327,699.169434,90314.828125,602.150085,97.019348,1.049823,62365220864,127578.53125,1158.185303,-0.03779,0.003156,-0.000837,0.000103,70.093765,40.285614,142.83075,182.752701,5892.814453,161.473755,21.27894,1.181376,328217376,9827.293945,1002.997314,-0.001356,0.000004,-0.000001,0,85.678215,12.553797,15.701636,20.452789,78.777008,17.410007,3.042782,1.15247,43173.859375,103.20858,621.570862,-0.000026,0,0,0,75.763016,84.342102,57.861111,757.630127,9.852896,79.333336,cytosol
36,158,188,218,241,248,43.447369,61.45652,85.184212,0.182332,-0.775865,0.120252,-0.256894,0.310373,-0.05736,0.106636,-0.387683,0.567086,-0.780673,1.037987,-1.080452,0.273916,-0.768776,1.669146,-2.00659,0.170373,-0.666448,1.516095,-1.821926,0.262399,-0.55813,0.529637,-1.789208,-0.23659,-0.786078,0.11226,-1.541614,0.756027,-0.769811,0.130544,-0.922395,0.550527,-0.604085,0.36066,-0.606689,0.364794,-0.754949,1.209129,-1.113661,0.220534,-0.601151,0.980601,-0.943355,27.202942,820.131714,460,-323820,1098.009277,-638.009216,1.180401,318855806976,1506880,37.303593,28.511549,759.48053,424.2099,-280060.6875,1018.391785,-594.181885,1.176959,233975676928,1300196.875,131.111115,-1.873567,7.4093,-11.369353,45.885727,43.400703,36.56044,445.976227,259.218323,-97996.1875,608.764099,-349.545746,1.147995,30854129664,459178.875,214.439911,-0.232344,0.302959,0.03516,0.146219,48.072216,30.254599,206.016586,214.305145,139.622559,257.764984,-43.459843,1.290583,2083611520,45368.199219,257.315491,-0.028278,0.000774,-0.001121,0.000078,56.702339,12.532066,50.147678,56.56411,322.655975,59.176025,-2.611914,-1.425081,6107441.5,1908.874634,792.26593,-0.001588,-0.000032,-0.000001,0,62.340664,4.076208,11.978335,12.457573,-11.488571,16.257381,-3.799808,-1.080754,31215.980469,201.145401,1100.719238,0.000016,0,0,0,56.111549,64.894737,42.833332,561.115479,8.089088,58.165939,cytosol
33,161,198,223,230,237,67.282608,67.282608,84.078949,-0.13074,-0.722041,0.080858,-0.239053,0.272604,-0.080689,0.726491,-1.873658,0.694897,-1.344536,0.953567,-1.301213,0.069202,-0.827041,0.296678,-2.273649,-0.012834,-0.736207,-0.324303,-1.728687,0.215029,-0.438522,0.073286,-1.856463,-0.151652,-0.541217,0.339097,-1.751755,0.624726,-1.276894,0.554205,-2.006249,0.48066,-1.386853,0.590311,-2.283034,0.961364,-0.834029,1.622492,-1.2168,0.669122,-0.801869,1.108905,-1.322507,135.771866,695.662964,790,26564,903.843811,-113.843788,1.090192,323186425856,517844,34.750919,126.954552,648.114746,737.099182,22074.351563,845.528503,-108.429344,1.077679,247218094080,455017.8125,229.135803,-6.420492,4.428231,-23.137215,36.066807,42.695404,81.150383,415.720612,476.094971,4715.574219,560.385925,-84.290955,0.980811,47102222336,207804.140625,234.467117,-0.356261,0.13105,-0.18805,-0.002834,50.536491,40.27182,179.81076,202.008636,-1335.210938,252.906143,-50.897511,0.877983,1883197568,46148.332031,285.988922,-0.025659,0.002029,-0.000849,0.000196,58.050606,17.764957,38.527725,48.157631,403.466492,42.857677,5.299953,1.366484,1635681.75,705.291382,570.566345,-0.001638,-0.000023,0,0,62.6791,5.59463,12.122828,12.813332,-9.19784,16.430958,-3.617625,-1.070377,32996.011719,200.972824,1041.705566,-0.000002,0,0,0,58.193855,68.277779,48.236843,581.938538,6.463876,58.210526,cytosol
