@relation segment

@attribute original numeric
@attribute Lipschitz_true_true_5.0 numeric
@attribute Lipschitz_true_true_10.0 numeric
@attribute Lipschitz_true_true_15.0 numeric
@attribute Lipschitz_true_true_20.0 numeric
@attribute Lipschitz_true_true_25.0 numeric
@attribute 'Kuwahara_19_ 10_0' numeric
@attribute 'Kuwahara_19_ 10_1' numeric
@attribute 'Kuwahara_19_ 10_2' numeric
@attribute Gabor_1_1.0_1.0_0_2.0 numeric
@attribute Gabor_2_1.0_1.0_0_2.0 numeric
@attribute Gabor_1_1.0_0.5_0_2.0 numeric
@attribute Gabor_2_1.0_0.5_0_2.0 numeric
@attribute Gabor_1_1.0_0.25_0_2.0 numeric
@attribute Gabor_2_1.0_0.25_0_2.0 numeric
@attribute Gabor_1_1.0_1.0_2_2.0 numeric
@attribute Gabor_2_1.0_1.0_2_2.0 numeric
@attribute Gabor_1_1.0_0.5_2_2.0 numeric
@attribute Gabor_2_1.0_0.5_2_2.0 numeric
@attribute Gabor_1_1.0_0.25_2_2.0 numeric
@attribute Gabor_2_1.0_0.25_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_2.0 numeric
@attribute Gabor_2_2.0_1.0_0_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_3.0 numeric
@attribute Gabor_2_2.0_1.0_0_3.0 numeric
@attribute Gabor_1_2.0_2.0_0_2.0 numeric
@attribute Gabor_2_2.0_2.0_0_2.0 numeric
@attribute Gabor_1_2.0_2.0_0_3.0 numeric
@attribute Gabor_2_2.0_2.0_0_3.0 numeric
@attribute Gabor_1_4.0_1.0_0_2.0 numeric
@attribute Gabor_2_4.0_1.0_0_2.0 numeric
@attribute Gabor_1_4.0_1.0_0_3.0 numeric
@attribute Gabor_2_4.0_1.0_0_3.0 numeric
@attribute Gabor_1_4.0_2.0_0_2.0 numeric
@attribute Gabor_2_4.0_2.0_0_2.0 numeric
@attribute Gabor_1_4.0_2.0_0_3.0 numeric
@attribute Gabor_2_4.0_2.0_0_3.0 numeric
@attribute Gabor_1_2.0_1.0_2_2.0 numeric
@attribute Gabor_2_2.0_1.0_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_2_3.0 numeric
@attribute Gabor_2_2.0_1.0_2_3.0 numeric
@attribute Gabor_1_2.0_2.0_2_2.0 numeric
@attribute Gabor_2_2.0_2.0_2_2.0 numeric
@attribute Gabor_1_2.0_2.0_2_3.0 numeric
@attribute Gabor_2_2.0_2.0_2_3.0 numeric
@attribute Gabor_1_4.0_1.0_2_2.0 numeric
@attribute Gabor_2_4.0_1.0_2_2.0 numeric
@attribute Gabor_1_4.0_1.0_2_3.0 numeric
@attribute Gabor_2_4.0_1.0_2_3.0 numeric
@attribute Gabor_1_4.0_2.0_2_2.0 numeric
@attribute Gabor_2_4.0_2.0_2_2.0 numeric
@attribute Gabor_1_4.0_2.0_2_3.0 numeric
@attribute Gabor_2_4.0_2.0_2_3.0 numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Derivatives_2_2_1.0 numeric
@attribute Derivatives_3_3_1.0 numeric
@attribute Derivatives_4_4_1.0 numeric
@attribute Derivatives_5_5_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Derivatives_2_2_2.0 numeric
@attribute Derivatives_3_3_2.0 numeric
@attribute Derivatives_4_4_2.0 numeric
@attribute Derivatives_5_5_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Derivatives_2_2_4.0 numeric
@attribute Derivatives_3_3_4.0 numeric
@attribute Derivatives_4_4_4.0 numeric
@attribute Derivatives_5_5_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Variance_8.0 numeric
@attribute Derivatives_2_2_8.0 numeric
@attribute Derivatives_3_3_8.0 numeric
@attribute Derivatives_4_4_8.0 numeric
@attribute Derivatives_5_5_8.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Variance_16.0 numeric
@attribute Derivatives_2_2_16.0 numeric
@attribute Derivatives_3_3_16.0 numeric
@attribute Derivatives_4_4_16.0 numeric
@attribute Derivatives_5_5_16.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {cytosol,membrane}

@data
114,255,255,255,255,255,111.868423,111.868423,111.868423,1.456115,1.282646,1.444965,1.380079,1.510393,1.151543,0.000878,-0.472545,-0.010159,-0.521937,0.471898,-1.131858,1.429835,1.225286,0.685271,-0.187497,1.280779,1.161032,0.642471,-0.194131,2.195469,0.755757,2.097305,0.012177,2.13469,1.001482,1.651548,0.324015,0.264603,-0.396951,0.36837,-0.869734,0.062913,-0.238277,0.630681,-0.775166,0.53329,-1.070068,1.856194,-0.652447,-0.001466,-0.394947,1.597477,-0.357626,30,67.320129,-84,1244,-9.750969,-74.249031,1.43767,14676480,2080,113.153801,27.499037,60.727341,-80.667297,1406.207642,-19.329102,-61.338196,1.48133,5741847,882.381958,15.358025,1.111019,4.851205,15.421265,27.897072,110.077782,14.724546,82.63134,-100.531662,1635.936401,-8.058788,-92.47287,0.043755,36008544,3562.868896,11.82313,-0.120432,-0.144024,-0.045575,0.006065,107.988205,13.312954,178.233139,-205.030243,3160.397217,18.719805,-223.750046,0.411432,1235723648,29395.814453,119.597412,0.03138,0.003566,0.000052,-0.000011,98.424805,22.269577,81.386528,-89.038132,-485.852051,25.734751,-114.772881,0.64403,78256768,9871.197266,745.54895,0.000813,0.000066,0.000003,0,92.394569,12.939956,8.082332,-1.838074,-54.201675,9.573465,-11.411539,0.988431,743.899048,220.185211,648.157532,0.000019,0,0,0,95.919731,109.277779,86.394737,959.197327,7.681238,96.131577,membrane
109,249,255,255,255,255,108.760872,108.760872,108.760872,1.412318,1.138577,1.457276,1.364742,1.505724,1.131173,0.133424,-0.430591,0.200405,-0.566927,0.798095,-1.232711,1.507921,1.186054,0.944395,-0.858365,1.354888,1.113002,0.683048,-0.663734,2.218744,0.646998,2.452366,0.013008,2.235049,0.963501,2.355116,0.288128,0.350744,-0.438579,0.583852,-0.509994,0.273066,-0.139429,0.422046,-0.463879,0.972811,-1.189507,1.45407,-0.765966,0.458818,-0.838946,1.156972,-0.214588,28.635643,135.185059,18,-12256,166.079605,-148.079605,-1.162179,15988752,49348,109.145287,24.794979,115.653809,2.429962,-8920.697266,134.797714,-132.367752,-1.177514,210731.59375,35688.691406,16.617285,-2.31953,-2.811795,-2.876649,-11.617532,109.53846,11.42917,72.65062,-95.745346,1862.155273,-18.55928,-77.186066,1.236909,15754243,1718.550049,19.324263,-0.011747,-0.159502,-0.130877,-0.105992,108.030991,21.784306,202.147751,-242.105499,3820.460938,26.143089,-268.248596,0.65476,2539980544,43333.230469,186.255463,0.037,0.00524,0.000427,0.000081,97.802643,29.61879,73.18721,-78.512314,-731.860474,28.166487,-106.678802,0.797675,56042452,9091.625977,802.806641,0.000784,0.000055,0.000003,0,92.880188,13.744468,7.081181,-1.216141,-36.404907,7.968019,-9.184159,1.098465,217.558609,147.098618,646.033264,0.000013,0,0,0,97.051025,109.861115,86.444443,970.510254,8.556316,97.546783,membrane
114,255,255,255,255,255,109.934784,109.934784,109.934784,1.43912,1.317598,1.468161,1.425556,1.518559,1.229831,0.286381,-0.38865,0.120849,-0.213816,0.572714,-0.855985,1.391741,1.241566,0.912823,-0.346209,1.22685,1.127477,0.712017,-0.326949,2.062132,0.803187,1.958734,0.097243,2.093973,1.087107,1.539193,0.370064,0.191666,-0.196265,0.365738,-0.496743,0.168633,-0.066202,0.304168,-0.274696,0.700562,-0.996622,1.69185,-0.563554,0.150791,-0.311947,1.431266,-0.076584,25.179358,92.83857,-66,-3236,60.005375,-126.005379,-1.172721,75358800,17300,113.374962,21.542837,85.015572,-56.688522,-3016.474365,59.061363,-115.749886,-1.163828,49101984,15279.486328,9.654321,0.430695,3.230937,7.951469,36.452435,110.859886,6.067079,43.647556,-43.909027,-174.983246,14.29418,-58.203205,-1.144227,5066666.5,2627.935547,16.439909,-0.138556,-0.13928,-0.070591,-0.019757,109.553337,10.229414,135.671188,-170.835175,3993.080322,-4.139251,-166.695923,0.583222,385597504,13212.335938,56.142815,0.03039,0.003637,0.000113,-0.000007,101.035126,23.136818,69.879669,-82.623642,238.676025,12.872872,-95.496513,0.803124,40085924,5871.961914,689.964478,0.001014,0.000048,0.000003,0,94.496696,13.296377,8.13442,-5.611176,-28.072098,5.673023,-11.284199,1.129253,4526.756348,143.773682,617.558838,0.000016,0,0,0,99.150589,109.805557,89.611115,991.50592,6.974356,100.344299,membrane
111,255,255,255,255,255,109.934784,109.934784,109.934784,1.40245,1.261563,1.480563,1.447241,1.530068,1.316994,0.163942,-0.165336,0.074247,-0.136255,0.394532,-0.621538,1.327272,1.252738,0.427431,0.066462,1.225014,1.112488,0.289157,0.079413,1.830255,0.944788,1.564174,0.135692,1.841618,1.15815,1.037401,0.185681,0.144473,-0.111558,0.219175,-0.61712,0.227298,-0.175219,0.202375,-0.47989,0.470031,-0.749621,1.470918,-0.358526,0.205545,-0.186986,1.273359,0.027017,14,105.237823,62,-3836,128.948959,-66.948967,0.154026,73758672,19188,110.922485,13.069574,91.466972,56.569733,-2729.672119,112.305168,-55.735439,0.146198,45182136,14118.823242,8.246914,0.574989,1.548121,3.339125,-4.779507,110.6745,7.502429,25.721804,3.794724,-325.626953,27.557718,-23.762995,0.05552,18963.375,1316.907715,8.190476,-0.143157,-0.05164,-0.00429,0.048009,110.295532,5.084131,94.061989,-120.605057,2580.472656,-14.347722,-106.257332,0.396968,61435996,4223.688477,40.473377,0.022063,0.001824,-0.000152,-0.00007,103.553444,17.784369,61.525558,-78.203293,801.620117,-0.961938,-77.241356,0.793652,17792412,2909.274658,558.633728,0.001205,0.000039,0.000003,0,96.007553,12.600482,9.947337,-9.67659,-11.569111,3.525701,-13.202291,1.173294,13100.933594,139.912842,588.192688,0.000019,0,0,0,101.037277,109.444443,92.777779,1010.372803,5.435307,101.087723,membrane
106,247,255,255,255,255,109.673912,109.673912,109.673912,1.230082,1.158675,1.463009,1.421307,1.521782,1.28307,0.09546,-0.317655,0.076862,-0.169254,0.587983,-0.685821,1.381903,1.157527,0.420312,-0.35785,1.156338,1.024661,0.150286,-0.572952,1.890324,0.787751,1.526902,-0.07538,1.909497,1.071893,1.207604,0.134901,0.184565,-0.124462,0.172948,-0.297771,0.190785,-0.047483,0.046659,-0.343963,0.69868,-0.78425,1.488953,-0.537877,0.213184,-0.400869,1.267744,-0.25077,13.416408,188.433014,250,13132,195.611618,54.388386,-0.285669,623249984,9972,106.416985,11.737665,166.639359,220.68045,10150.517578,173.971161,46.709286,-0.295937,394361408,8097.792969,10.172839,-1.122859,1.200021,7.408736,10.502632,109.078018,5.051211,41.600815,53.560684,552.86615,44.908806,8.651878,-0.230004,1885576.875,657.28241,12.181406,-0.143778,-0.112088,-0.088948,-0.024461,110.049576,9.651567,94.332985,-116.198761,1289.693848,6.489225,-122.687988,0.871887,112653528,8343.375977,30.391504,0.0305,0.003091,0.00021,-0.000001,103.533264,21.305481,60.975929,-72.420547,406.660889,6.322608,-78.743156,1.024244,18975936,3618.092041,602.897827,0.0012,0.000032,0.000003,0,96.656029,12.968225,9.650024,-9.430862,-5.358265,2.713372,-12.144234,1.316675,9816.811523,110.374222,580.785217,0.000014,0,0,0,101.603653,109.555557,90.222221,1016.036499,6.772616,102.918854,membrane
111,255,255,255,255,255,109.673912,109.673912,109.673912,1.40381,1.277717,1.492344,1.448484,1.536551,1.362394,0.121661,-0.4944,0.059569,-0.206826,0.418447,-0.597134,1.365144,1.18689,0.607565,0.214087,1.234253,1.081309,0.542553,0.275708,1.686576,0.910584,1.240011,-0.035988,1.656258,1.131478,0.657038,0.074213,0.131404,-0.083065,-0.044741,-0.60502,0.136916,-0.14932,0.016982,-0.860406,0.507853,-0.593322,1.233445,-0.253891,0.21005,-0.098651,1.066715,-0.187354,29.732138,38.820099,-50,384,-3.045502,-46.954498,0.915699,2410000,964,111.037109,26.887634,33.965801,-44.349792,344.180847,-4.996702,-39.353092,0.986829,1160828.875,590.180725,9.209877,0.120299,2.200525,-2.118158,10.946709,111.048035,11.478204,19.196922,-22.66713,71.580215,-0.668718,-21.998411,-1.473728,116877.867188,227.477905,7.079365,-0.132804,-0.05345,-0.013842,0.03616,110.582115,3.477892,51.913017,-69.111206,895.125488,-10.103029,-59.008175,0.866608,5711840.5,1195.856689,11.499538,0.023687,0.001338,-0.000027,-0.000062,105.779144,15.213991,52.125568,-66.899658,727.476624,-5.470751,-61.428905,1.032216,7007201,1565.657593,458.43396,0.001379,0.000026,0.000003,0,98.075768,11.910304,11.872729,-13.256638,14.620564,1.028579,-14.285217,1.346024,20606.417969,117.25618,554.182434,0.000017,0,0,0,103.386108,109.611115,92.972221,1033.861084,5.574278,104.808479,membrane
111,255,255,255,255,255,109.673912,109.673912,109.673912,1.408515,1.236102,1.502724,1.429281,1.551366,1.295549,0.043556,-0.414299,0.154762,-0.201062,0.597457,-0.618964,1.411739,1.113225,0.817753,-0.247071,1.212609,1.020768,0.55131,-0.261858,1.753193,0.766935,1.229199,-0.434332,1.784091,1.007004,0.829991,-0.118367,0.169773,-0.122972,0.191783,-0.323606,0.097742,-0.060128,0.104875,-0.648686,0.534179,-0.689677,1.252111,-0.744457,0.159772,-0.294418,1.268752,-0.310267,24.331051,89.325249,26,-6316,126.88591,-100.88591,-1.003337,17535440,25940,110.844994,21.339844,80.970093,23.231583,-5156.478516,114.488579,-91.256996,-1.009648,11423222,21165.621094,7.654321,-0.520905,0.233,4.345472,16.253866,110.333946,7.610531,39.133598,-2.301987,-990.728516,43.392319,-45.694305,-1.198638,21028.126953,3968.213135,9.011338,-0.078071,-0.106358,-0.070888,-0.044574,110.211746,6.147826,69.202904,-67.658203,-506.360657,23.629906,-91.288109,1.18539,30226452,6603.075195,24.851954,0.030371,0.002228,0.000312,-0.000004,105.726082,17.387215,53.766911,-60.293564,261.859192,5.824576,-66.118141,1.258922,9407746,2587.877197,480.719086,0.001323,0.000019,0.000003,0,98.745926,12.001895,11.671262,-12.769485,13.086454,1.055484,-13.824969,1.492775,18052.988281,110.713936,545.748901,0.000012,0,0,0,103.865501,109.315788,90.657898,1038.655029,6.94508,105.769737,membrane
110,255,255,255,255,255,109.630432,109.630432,109.630432,1.426266,1.198996,1.514165,1.375491,1.571217,1.258791,0.056548,-0.039178,0.192728,-0.196557,0.626217,-0.62567,1.486119,1.00339,0.958923,-0.225643,1.361043,1.00116,0.544912,-0.199261,1.770531,0.62078,1.381863,-0.667856,1.804828,0.907573,1.167763,-0.220273,0.322813,-0.204071,0.753883,-0.148476,0.324878,-0.063614,0.530973,-0.163456,0.362952,-0.761808,1.07362,-1.037695,0.147701,-0.430293,1.196988,-0.275313,2,106.188515,44,-7120,145.320724,-101.320717,-1.104855,58885376,30416,110.003281,2.473436,95.957825,33.989075,-5685.219727,126.301758,-92.312683,-1.150356,27606184,23896.136719,7.950617,-0.871509,-4.362819,2.167216,-25.342344,110.204193,3.038149,75.928185,-22.630096,-2627.964111,62.927719,-85.557816,1.554405,5645613.5,11023.977539,8.979591,0.093488,-0.076942,-0.068369,-0.089002,109.904182,8.833411,104.816444,-80.393921,-2870.523926,54.527054,-134.920975,1.296789,115983600,17945.277344,82.781776,0.032475,0.002593,0.000598,0.000057,105.503189,18.996498,56.24823,-51.85231,-272.035461,17.529591,-69.381905,1.434062,10154549,3776.803711,479.405792,0.001192,0.000011,0.000003,0,99.395325,11.952861,11.429327,-11.99115,6.286358,1.706446,-13.697596,-1.500318,17059.292969,118.642242,531.366882,0.000007,0,0,0,103.972214,109.605263,85.894737,1039.722168,7.466351,106.934212,membrane
107,252,255,255,255,255,109.630432,109.630432,109.630432,1.336529,1.197039,1.508463,1.411457,1.579336,1.296251,0.161645,-0.162128,0.234638,-0.159447,0.18525,-0.546627,1.410039,1.063846,0.682344,0.100751,1.258223,1.001671,0.414152,-0.011244,1.604547,0.683106,0.986123,-0.58064,1.635483,0.917075,0.667741,-0.051993,0.354938,-0.159685,0.621656,-0.215182,0.426281,-0.186977,0.400425,-0.219088,0.0882,-0.490978,0.971255,-0.674577,0.135516,-0.132908,1.023372,-0.208631,15.231546,111.117058,114,104,136.309525,-22.309521,-1.378888,163489680,12580,107.616936,15.186846,101.96064,97.432816,-638.912048,126.33342,-28.900606,-1.390495,114381128,12048.801758,5.777778,-1.602686,-0.624674,-8.60564,-1.519997,109.99688,13.538239,68.002472,18.272156,-2197.270264,76.674782,-58.402626,-1.463158,3045895.75,9122.953125,11.133787,0.131632,-0.049501,-0.046311,-0.047504,110.441368,2.478279,64.386711,-47.534668,-952.889221,31.328499,-78.863167,1.513745,13717925,6071.101563,40.877808,0.027568,0.001808,0.000561,0.000046,107.332329,12.805519,46.748112,-42.965805,-169.677841,14.047168,-57.012974,-1.567345,4660881,2524.771729,338.890686,0.001166,0.000006,0.000003,0,101.275642,10.302244,12.91964,-14.230072,16.30854,1.16931,-15.399383,-1.421729,27794.617188,137.260788,473.979248,0.000006,0,0,0,105.601906,110.315788,88.157898,1056.019043,6.492511,107.986847,membrane
113,255,255,255,255,255,110.195656,110.195656,110.195656,1.40066,1.32596,1.514974,1.430278,1.581699,1.308423,0.468008,-0.295493,0.263541,-0.23175,0.149712,-0.54819,1.439154,1.146446,0.840094,0.248096,1.404712,1.177358,0.557969,0.342415,1.615047,0.711621,1.124274,-0.349776,1.650698,0.922639,0.804471,0.132034,0.355366,-0.229907,0.684162,-0.397174,0.405217,-0.243864,0.542742,-0.452384,0.071106,-0.547007,0.895844,-0.593079,0.096662,-0.121659,1.007028,-0.251378,29.732138,44.754887,-62,896,-19.598246,-42.401752,1.044971,999440,260,112.851486,27.679255,49.835842,-68.687531,1094.483521,-21.304541,-47.382992,1.161067,1604314,340.042786,9.135802,0.318534,-0.863559,0.900299,-16.845058,112.403206,17.502905,73.348991,-97.413773,2047.628174,-23.222281,-74.19149,1.465795,12326124,1298.930176,9.950113,0.214345,0.031641,0.009625,0.002712,110.972946,3.048648,74.539474,-79.929153,414.901672,8.661872,-88.591026,-1.546749,30212420,4729.062988,45.918743,0.02291,0.00178,0.000605,0.000088,107.272514,12.430672,45.735275,-39.554108,-281.693329,16.906054,-56.460163,-1.453755,4210614,2691.300781,297.582886,0.000924,0,0.000002,0,101.86795,9.963536,12.412583,-13.121384,4.770416,2.188281,-15.309665,-1.324528,26357.451172,153.08905,429.472565,0.000002,0,0,0,106.557457,110.289474,94.342102,1065.574585,6.269965,109.194443,membrane
116,255,255,255,255,255,110.41304,110.41304,110.41304,1.526842,1.447214,1.527793,1.480867,1.579026,1.326619,0.128053,-0.115777,0.191212,-0.14466,0.153374,-0.667299,1.473986,1.259853,1.063276,0.593839,1.461779,1.297213,0.852036,0.470973,1.585948,0.735782,1.173253,-0.33991,1.576167,0.941983,0.809844,0.285447,0.320733,-0.09727,0.375093,-0.229459,0.299996,-0.017045,0.223083,-0.083264,0.095475,-0.504339,0.728493,-0.68176,0.14955,-0.134034,0.861276,-0.1575,9.899495,237.69519,-302,17088,-44.107533,-257.892456,0.154599,2084193792,22852,115.796341,9.465196,221.253693,-284.626892,15828.003906,-48.237793,-236.389099,0.153331,1433957760,17700.457031,3.061728,1.42492,2.079845,2.811067,16.603041,114.285736,7.835377,140.609863,-195.3302,9165.895508,-70.367607,-124.962593,0.189424,56860964,1490.305908,12.507936,0.174766,0.079081,0.044103,0.040049,111.266335,0.077511,77.17897,-98.93396,1889.921631,-16.08853,-82.845428,-1.416336,21809872,2228.241943,38.049862,0.015382,0.001451,0.000488,0.000102,107.288353,11.395559,42.002213,-37.003387,-254.938873,16.059889,-53.063278,-1.343724,3271148.25,2389.006104,259.470001,0.000644,-0.000006,0.000002,0,102.442276,9.518585,11.853613,-12.025467,-5.851297,3.152883,-15.178349,-1.240595,24297.255859,168.017044,396.911194,-0.000002,0,0,0,107.206581,110.868423,89.305557,1072.065796,6.480771,109.447372,membrane
116,255,255,255,255,255,110.026314,110.026314,110.026314,1.527791,1.404872,1.542139,1.414277,1.584927,1.20826,0.035535,-0.231461,-0.026093,-0.491147,-0.003494,-1.290549,1.631995,1.136414,1.34398,0.311301,1.629757,1.262831,1.015566,0.628966,1.670934,0.567974,1.400669,-0.655818,1.774671,0.895657,1.243084,0.17768,0.082708,-0.369202,0.546288,-0.758394,0.039901,-0.156297,0.417784,-0.160638,-0.087115,-0.817095,0.560485,-1.025356,-0.012914,-0.453329,0.69836,-0.338639,6,223.731979,-316,24900,-146.686295,-169.313705,1.570796,25563136,256,115.730255,6.035148,218.799667,-308.130249,23529.990234,-133.763733,-174.366516,-1.454361,78261888,824.293091,1.580247,0.82241,1.594238,3.812388,-1.215241,114.322998,7.578264,192.592148,-256.222717,14124.011719,-60.457699,-195.765015,-1.38224,600963136,9154.035156,17.537415,0.224636,0.083358,0.062512,0.057989,110.622849,13.521459,129.74086,-140.95636,1189.954346,16.438093,-157.394455,-1.355851,300193664,15108.876953,112.381042,0.014185,0.000741,0.000483,0.000081,105.518311,17.222507,50.526505,-38.406769,-692.674561,26.871437,-65.278206,-1.286623,6262862,4245.77832,375.236176,0.000481,-0.000015,0.000002,0,101.306297,10.935774,10.670969,-9.359589,-25.105713,5.016203,-14.375793,-1.17341,16471.324219,188.02475,427.363953,-0.000005,0,0,0,106.087723,110.421051,83.083336,1060.877197,8.277352,109.027779,membrane
114,255,255,255,255,255,109.065216,109.065216,109.065216,1.474339,1.340584,1.529603,1.409898,1.578471,1.263264,0.312258,-0.293201,0.129173,-0.344795,0.420474,-0.950822,1.560209,1.143379,1.235697,0.086551,1.509294,1.205668,0.782356,0.324199,1.607563,0.667236,1.338776,-0.354652,1.677473,0.929306,1.033446,0.279324,0.198644,-0.381103,0.385188,-0.521338,0.253352,-0.220757,0.424738,-0.32454,0.127429,-0.779479,0.564603,-0.85318,0.012397,-0.332107,0.730509,-0.298014,25.019993,161.403229,-206,6452,-11.818862,-194.181137,-0.992936,705625792,16628,113.978798,23.307291,160.134766,-205.269287,6675.78125,-14.792867,-190.476425,-1.008303,650249728,15432.355469,11.135802,-1.115857,-1.357511,-7.280497,-6.329045,113.12101,13.855889,147.214355,-187.74617,5843.866699,-16.823889,-170.922287,-1.109056,418512448,11873.157227,14.489796,0.024413,0.029592,0.004271,0.014938,110.508636,9.744268,106.397392,-128.19928,1945.438477,1.677642,-129.876923,-1.145156,142217488,8653.301758,57.313019,0.004749,-0.000106,0.000172,0.000037,105.833504,14.845733,43.807201,-36.910858,-506.736267,22.71104,-59.621899,-1.15852,4617698,3389.356445,328.792847,0.000197,-0.000022,0.000001,0,101.945366,10.341237,10.362123,-8.671661,-33.084011,5.850772,-14.522433,-1.099213,15606.063477,207.533752,400.854858,-0.000008,0,0,0,105.248978,110.526314,82.611115,1052.489746,9.01608,108.781433,membrane
110,255,255,255,255,255,108.973686,108.973686,108.973686,1.46433,1.151628,1.504673,1.410625,1.568446,1.281649,0.194298,-0.05108,0.237507,-0.240527,0.600649,-0.91272,1.474965,1.154541,1.180527,0.101904,1.322072,1.116803,0.914446,0.097792,1.528281,0.75628,1.1719,-0.416684,1.508077,0.933989,0.75958,0.275388,0.312229,-0.291249,0.369682,-0.200218,0.305594,-0.20535,0.271692,0.030005,0.216716,-0.666022,0.58962,-0.894072,0.109811,-0.234848,0.781512,-0.248523,12.083046,174.272781,-34,-14620,155.678894,-189.678894,-1.550316,68939216,59636,110.126045,12.373605,158.583511,-41.545876,-11733.65918,135.208954,-176.754822,-1.540488,83991272,48660.699219,9.333333,-0.195939,0.093032,2.327988,-0.701378,110.785698,12.758107,92.741776,-83.937286,-898.307922,30.965229,-114.902512,-1.4179,74954616,10638.699219,13.378685,-0.116187,-0.007226,-0.031431,-0.013198,109.767029,8.707364,71.716965,-90.190125,1197.126221,-4.194245,-85.99588,-1.067881,27215226,3345.753662,21.729147,-0.003414,-0.000665,-0.000133,-0.000006,106.159515,12.097948,36.483166,-33.838181,-322.539246,17.974888,-51.813068,-1.044836,2788335.25,2435.179443,281.38913,-0.000081,-0.000028,0,0,102.583168,9.651397,10.00628,-8.118958,-38.147339,6.392957,-14.511914,-1.035227,14403.416992,218.506821,383.308319,-0.000011,0,0,0,104.749855,109.944443,88.421051,1047.498535,8.26737,108.026314,membrane
